accepted,accept_rate,avg_r,final_equity,total_return,mdd_pct,return_over_mdd,case
1084,0.1700392156862745,-0.0749907129667079,0.8059483286977486,-0.19405167130225143,0.35753771069720836,-0.5427446266404887,slots_3
1562,0.24501960784313725,-0.048719699476193305,0.8066281041160281,-0.19337189588397186,0.43731526899892975,-0.442179611808718,slots_5
2317,0.36345098039215684,-0.05020066222828206,0.7128008249331874,-0.2871991750668126,0.5740040479463124,-0.5003434663820956,slots_10
1345,0.21098039215686273,-0.06052879845481775,0.799244796619919,-0.20075520338008102,0.43102106492306475,-0.4657665708656603,riskcap_0.010
1765,0.2768627450980392,-0.07056041237333703,0.71098756701035,-0.28901243298964996,0.5106036928145044,-0.5660210395200655,riskcap_0.015
2072,0.32501960784313727,-0.06716122028098193,0.6799862789738174,-0.32001372102618264,0.5616365599552645,-0.5697879088421032,riskcap_0.020
