symbol,period,d,engine,cost_mult,candles,trades,pf,expectancy_r,return_pct,max_dd_pct,long_trades,long_pf,long_expectancy_r,short_trades,short_pf,short_expectancy_r
BTCUSDT,full,3,reference,1.0,17520,192,1.145783324357401,0.14127791741605839,55.728461142755606,-24.13843573931992,106,1.2708557934593436,0.21921927593113094,86,1.0037320070303677,0.04521066157189926
BTCUSDT,full,3,reference,2.0,17520,192,0.988841175418357,0.016928079265976653,-3.792857388915327,-32.206132380592415,106,1.1140338172518582,0.10828510302392773,86,0.8550760605233204,-0.09567476397056776
BTCUSDT,full,3,causal,1.0,17520,275,1.2223834518998071,0.22850526617836242,204.60254950010622,-26.757815790661272,153,1.4832424975104923,0.38091165412862316,122,0.9509216897756968,0.03737266489647805
BTCUSDT,full,3,causal,2.0,17520,275,1.0741928559512222,0.10427977992054978,52.79228106161724,-32.346809266657125,153,1.3086051563791024,0.27166076036709513,122,0.8358670169575152,-0.10563243326241281
BTCUSDT,full,4,reference,1.0,17520,100,1.3935150149669862,0.29617055104724654,70.73227583002262,-14.215765664729139,57,1.637851432193385,0.42250491029833404,43,1.1291649900502405,0.12870407483068874
BTCUSDT,full,4,reference,2.0,17520,100,1.1956228897222907,0.18234102203722125,35.70460635341617,-17.543579429648364,57,1.4107002097299206,0.3187254322022981,43,0.9632102155936249,0.0015523853067704616
BTCUSDT,full,4,causal,1.0,17520,133,1.4192335781524816,0.32142819259918626,118.38794795528868,-15.105308066985149,77,1.8509759689759004,0.5299835539868462,56,0.9982394059978525,0.03466457069115398
BTCUSDT,full,4,causal,2.0,17520,133,1.209927907432204,0.1992450816657209,57.2920586703479,-19.080991082191,77,1.5893103626910152,0.42363523972819345,56,0.8405714977741381,-0.10929138567017864
BTCUSDT,first_half,3,reference,1.0,8760,104,1.2494909454381053,0.196250921095045,42.82658013179401,-18.27482370201072,52,1.4892253583509738,0.33118106587839563,52,1.045219134612887,0.061320776311694476
BTCUSDT,first_half,3,reference,2.0,8760,104,1.0496669746400373,0.0655694717750748,8.657140186203115,-24.25775683183965,52,1.2735887591615052,0.22008857123111167,52,0.8677799447024049,-0.08894962768096212
BTCUSDT,first_half,3,causal,1.0,8760,148,1.569608040150224,0.3752627716343849,181.11601379978782,-15.885455419945696,80,1.9055322247329027,0.5421537411563893,68,1.247805137528007,0.17892045454967387
BTCUSDT,first_half,3,causal,2.0,8760,148,1.3099876306453553,0.2505201144689277,93.86589321794084,-19.747136071677378,80,1.6127005631741511,0.43433924157297865,68,1.0312389869864111,0.03426231787592651
BTCUSDT,first_half,4,reference,1.0,8760,56,1.6470087934037012,0.3941803173888246,51.163003703008144,-14.215765664729139,35,1.942935469682112,0.5306036651494233,21,1.2449100731121332,0.16680807112116028
BTCUSDT,first_half,4,reference,2.0,8760,56,1.4013877810234314,0.2883637145174958,34.1080421704941,-16.266110312871984,35,1.6648210586993788,0.4326639583300908,21,1.0521590288820721,0.04786330816317078
