oos_rows,oos_unique_symbols,exact_duplicate_rows,same_symbol_entrytime_duplicate_rows,max_rows_same_entrytime,max_unique_symbols_same_entrytime,timestamps_51plus,rows_in_51plus,all_timing_ok,all_rows_equal_unique_symbols
6375,629,0,0,208,208,30,2766,True,True
