symbol,n,signal,stop_atr,rr,signal_time,entry_time,r_net,reason
1000FLOKIUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9820882137244635,TP
1000SHIBUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9792880959704706,TP
1000XECUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9782252427184472,TP
2ZUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9812427848543006,TP
A2ZUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9773506072874496,TP
AAVEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.980215326633166,TP
ACXUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.978497642744893,TP
ADAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.982056723716381,TP
AGLDUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9818128440366976,TP
AIOTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,0.2851419525065976,TIME
AIUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9810715287517526,TP
AIXBTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.982178871201158,TP
ALLUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.975865302325581,TP
ALTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.980694432989691,TP
API3USDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.980311928783383,TP
APTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9809812940815705,TP
ASTERUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9834210526315794,TP
ASTRUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,-0.7565043151969991,TIME
ATAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.982109090909091,TP
AVAXUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.978465090041224,TP
AXLUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,-0.1563877300613497,TIME
B3USDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.982198240469209,TP
BANANAS31USDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,-1.0208583529411766,SL
BEATUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,-1.0121390128465175,SL
BERAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.981937933785401,TP
BICOUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9795497975708507,TP
BIGTIMEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.980779931584949,TP
BLESSUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,-1.015847838616715,SL
BLURUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9810346666666665,TP
BOMEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.986130920060332,TP
CAKEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9777916018662527,TP
CARVUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,0.1306124481327799,TIME
CATIUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.97494997399896,TP
CELOUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9841655172413795,TP
CELRUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9806476190476188,TP
CETUSUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9798525139664807,TP
CFXUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.978992184592482,TP
CGPTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.97947323943662,TP
CHILLGUYUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9840446927374304,TP
CKBUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.980519755600815,TP
COMPUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9788524731182795,TP
CTKUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9774019646365426,TP
CYBERUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,-1.0141972616380384,SL
DEGENUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,-1.015349800796813,SL
DFUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,1.2272883666274972,TIME
DIAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.978499598393574,TP
DODOXUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.979953147877013,TP
DOGEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.981506839705367,TP
DYMUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9792632688927947,TP
EIGENUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.983942705570292,TP
ENJUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.979723660346249,TP
ETHUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,-0.2318901834723271,TIME
ETHWUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.980673170731708,TP
EULUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,0.6091878787878787,TIME
EVAAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9849867423265417,TP
FARTCOINUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9860370977917983,TP
FIDAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.979912930232558,TP
FLOCKUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.983735400516796,TP
FLUIDUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,-0.2949091764705903,TIME
FLUXUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.978555733333333,TP
FOLKSUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9869529824561405,TP
FORMUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.97963,TP
GALAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.980786991869919,TP
GHSTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.987270989761092,TP
GIGGLEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.98794988399072,TP
GOATUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9802711656441723,TP
GRTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.981155441081777,TP
HBARUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.977624377267232,TP
HIVEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9786683719690914,TP
HOLOUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.982749459245581,TP
ICPUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9804626714801445,TP
ICXUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9784615384615387,TP
IDUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,-0.5919249351995859,TIME
ILVUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.979420400381316,TP
IMXUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9825753424657537,TP
INITUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9844622950819675,TP
INJUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,-1.0180747967479675,SL
IOSTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.979737278106509,TP
IOTXUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.977212456747405,TP
IOUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9829052631578947,TP
JASMYUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9831433362243422,TP
JCTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,-0.5255718787878791,TIME
JOEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9804141219624025,TP
JTOUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.983680922190202,TP
LAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.985037312365976,TP
LISTAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.98146531986532,TP
LSKUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.982296774193548,TP
LTCUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.976723177786348,TP
MAGICUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9793788235294123,TP
MANAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.979888607594937,TP
MANTAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.983164921700224,TP
MEMEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9799607843137257,TP
METISUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9796565615462867,TP
MEWUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9832,TP
MIRAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.980966351606805,TP
MITOUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.980246788263283,TP
MOODENGUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9833005772931367,TP
MTLUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.977438267148015,TP
MUBARAKUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9829916279069773,TP
NEARUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.980459967051071,TP
NEIROUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.982522580645161,TP
NILUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.98109548729617,TP
NOMUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9837648490521884,TP
OGNUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9805984251968507,TP
OMUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.978770648464164,TP
OPUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9837106128550075,TP
ORCAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.97874731707317,TP
PIXELUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9805141065830725,TP
PNUTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.982414317673378,TP
POPCATUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9840326530612247,TP
PROVEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.980485929357267,TP
PUMPBTCUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.982497454545455,TP
PUNDIXUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.975184021304927,TP
QTUMUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9788949290060853,TP
RAYSOLUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9866523489932884,TP
RDNTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.977421086261981,TP
RECALLUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,-0.5541191740412954,TIME
REZUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.979904247104247,TP
RLCUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.978782869022869,TP
RLSUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,0.3586706518282975,TIME
RSRUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9809154811715484,TP
RVVUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9921841432225063,TP
SAPIENUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.979416983523447,TP
SCRUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9809928684127485,TP
SFPUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,-1.0177327680193822,SL
SNXUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.983424,TP
SOLVUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.988033121019108,TP
SOMIUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9861402882635555,TP
SOPHUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9793951371328533,TP
SPELLUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.975365197215777,TP
STEEMUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.975883417085428,TP
SUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.981937021276596,TP
SUSHIUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9810812042310824,TP
SYSUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9809729729729733,TP
TAGUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,0.6427783018867934,TIME
TAOUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9813753174987885,TP
TIAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.981570756134201,TP
TRUSTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.981731555555556,TP
TSTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,-1.0220793893129771,SL
TUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9787837398373984,TP
TWTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9835454205607475,TP
UMAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.980199449035813,TP
UNIUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9812513230154774,TP
USTCUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9807994265232973,TP
USUALUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9838314232902032,TP
VANAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.980434184239733,TP
VELODROMEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.980992307692308,TP
VETUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,-1.0173218679284095,SL
VINEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.981815895196507,TP
VIRTUALUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.985065792554437,TP
VTHOUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.979078172588833,TP
WIFUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9823136976579137,TP
WUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9825074809160306,TP
XANUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.9819325102880665,TP
XPLUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.985009230769231,TP
YALAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,-1.0070070635721493,SL
ZBTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.982138388625592,TP
ZENUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.983404318689501,TP
ZKCUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,2.984501529051988,TP
ACEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 16:00:00+00:00,2026-02-05 20:00:00+00:00,2.981308538899431,TP
ACHUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 16:00:00+00:00,2026-02-05 20:00:00+00:00,2.981324596302364,TP
ALGOUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 16:00:00+00:00,2026-02-05 20:00:00+00:00,-1.0166446982055466,SL
ALPINEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 16:00:00+00:00,2026-02-05 20:00:00+00:00,2.977106810035843,TP
ANKRUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 16:00:00+00:00,2026-02-05 20:00:00+00:00,-0.6469825809393547,TIME
APEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 16:00:00+00:00,2026-02-05 20:00:00+00:00,2.9843525727069355,TP
ARKMUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 16:00:00+00:00,2026-02-05 20:00:00+00:00,-1.014828346456693,SL
BANANAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 16:00:00+00:00,2026-02-05 20:00:00+00:00,-1.0142542472173404,SL
BASUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 16:00:00+00:00,2026-02-05 20:00:00+00:00,-1.0139558961260111,SL
BATUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 16:00:00+00:00,2026-02-05 20:00:00+00:00,2.9824356545961006,TP
COOKIEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 16:00:00+00:00,2026-02-05 20:00:00+00:00,-1.0166535384615385,SL
COSUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 16:00:00+00:00,2026-02-05 20:00:00+00:00,2.9782113060428848,TP
COTIUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 16:00:00+00:00,2026-02-05 20:00:00+00:00,-1.0151454545454546,SL
COWUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 16:00:00+00:00,2026-02-05 20:00:00+00:00,-1.0180444444444443,SL
DASHUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 16:00:00+00:00,2026-02-05 20:00:00+00:00,-1.013253650254669,SL
DEEPUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 16:00:00+00:00,2026-02-05 20:00:00+00:00,-1.0130341647058825,SL
EGLDUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 16:00:00+00:00,2026-02-05 20:00:00+00:00,-1.0157883626522328,SL
ERAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 16:00:00+00:00,2026-02-05 20:00:00+00:00,2.9816172531214526,TP
GLMUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2026-02-05 16:00:00+00:00,2026-02-05 20:00:00+00:00,-1.0189056487442198,SL
