symbol,n,signal,stop_atr,rr,signal_time,entry_time,r_net,reason
AINUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.015584496124031,SL
AIUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0248678998911862,SL
AIXBTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0215692793266702,SL
ATHUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,0.0257996275605237,TIME
AVAAIUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0173213793103448,SL
AVNTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,0.3331852372583463,TIME
BASUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0232606189967983,SL
BERAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,1.5996075471698146,TIME
BLURUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0325675153643548,SL
BMTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0289225603357817,SL
BROCCOLIF3BUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0251672868887929,SL
BTRUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0205651877133106,SL
COSUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0350723004694835,SL
COTIUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0247926335174955,SL
DEGOUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-0.5610308300395246,TIME
DODOXUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0393332873404624,SL
DOLOUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0259585062240664,SL
EIGENUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.014694059116184,SL
EPTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0164184808144088,SL
EULUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0274995073891624,SL
FLOCKUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0312164102564103,SL
FORMUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-0.1514938530734608,TIME
FUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.027810704225352,SL
FXSUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.03253100990099,SL
GHSTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0314039215686277,SL
GRTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.031168607594937,SL
HAEDALUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.029670066518847,SL
INITUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0276558659217876,SL
IOUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0187440414507771,SL
IPUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0228975206611572,SL
JTOUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-0.5397177877429008,TIME
KERNELUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.029410071942446,SL
KOMAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-0.1495260869565237,TIME
KSMUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0267128044971892,SL
LPTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0322056224899598,SL
LUMIAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.028161419068736,SL
MANAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.030689265536723,SL
MANTAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.024136434108527,SL
MASKUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0315645852749302,SL
MEMEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0255932914046122,SL
METUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,0.7854209737827706,TIME
MEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,0.6436276797829035,TIME
MORPHOUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0268923327895596,SL
MOVEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,0.2461652509652485,TIME
NFPUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0245612349914237,SL
NTRNUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.023637161667886,SL
ONGUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.038576282051282,SL
PIXELUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0254255924170617,SL
PROMPTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0215866937119678,SL
PROVEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0303464918032783,SL
PYTHUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,0.6506387243735798,TIME
REZUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0255292703862662,SL
ROSEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0274075848303392,SL
RPLUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0282980747451869,SL
RSRUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.025719175911252,SL
SAGAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0215601640304628,SL
SAHARAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.029722011541632,SL
SKLUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.031670813397129,SL
SNXUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0246188679245285,SL
SOPHUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0358112006973197,SL
SPKUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0241061682242991,SL
STORJUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0357132075471696,SL
SXTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0243732904263878,SL
TUTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.030481300813008,SL
VETUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0274900545530845,SL
WCTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0250681440443214,SL
XANUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0226719646799118,SL
ZRXUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,-1.0357097674418605,SL
1000000BOBUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0237471172962227,SL
AIUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-0.8052086361242801,TIME
ALGOUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,0.2226793650793669,TIME
API3USDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.036375017158545,SL
APTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0240799257983304,SL
ATAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0201821782178218,SL
ATHUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,0.6623874015748066,TIME
ATOMUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.032682222222222,SL
BELUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0289406249999995,SL
BERAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-0.3479563636363643,TIME
BLURUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0316827947598253,SL
BMTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0280529968454255,SL
COTIUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-0.6455753371868972,TIME
CTSIUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.021734054054054,SL
DFUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0293550321199143,SL
DIAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0289174061433446,SL
DODOXUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0367259234936792,SL
DOLOUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-0.3827049037864696,TIME
DRIFTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-0.1013251674641173,TIME
DUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0303907692307692,SL
EDENUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-0.3623869565217442,TIME
EIGENUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-0.1996551123030513,TIME
EPICUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0235514938488577,SL
ETHWUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-0.7123455149501641,TIME
EULUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,0.4536245614035096,TIME
FLOWUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,0.3791529411764703,TIME
FORMUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-0.2813115684882948,TIME
FXSUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,0.2439433962264147,TIME
GRTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,0.4072428927680805,TIME
HAEDALUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-0.2654784468204849,TIME
HANAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.016058019525802,SL
HEIUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0229762057877814,SL
HOLOUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0352969696969696,SL
HOOKUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0218994413407825,SL
IMXUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0232823712948518,SL
INITUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0246400000000002,SL
IPUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-0.7959615474794828,TIME
JTOUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-0.3782043343653233,TIME
KAITOUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0306339310344823,SL
KOMAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0327272727272725,SL
KSMUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0287737346101231,SL
LINEAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0263570977917982,SL
LPTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0308152766952454,SL
LUMIAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.027490909090909,SL
MANAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-0.6148948766603353,TIME
MANTAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.021941204819277,SL
MASKUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0309159609120522,SL
METUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-0.2863079847908736,TIME
MEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-0.596358716392025,TIME
MINAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.027398347107438,SL
NILUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.019369448294982,SL
NKNUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.026357894736842,SL
NOMUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-0.2303445086705259,TIME
NTRNUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0220629811056685,SL
ONGUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0382909090909092,SL
OPENUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.028503856041131,SL
PIXELUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-0.3410031746031735,TIME
POLYXUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0357796971396522,SL
PROVEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0343278287461772,SL
PUNDIXUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0367631123919308,SL
RAREUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0311495673671198,SL
REZUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.026011594202899,SL
ROSEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0275533742331286,SL
RPLUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0284600938967134,SL
SAHARAUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0260602409638555,SL
SANDUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.028756220472441,SL
SKLUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.03008,SL
SNXUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-0.6458482758620688,TIME
SOPHUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-0.3053837935717516,TIME
SPKUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-0.5476106194690284,TIME
SQDUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0146464208242951,SL
SYSUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0279267015706806,SL
TREEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-0.5218885245901648,TIME
TRUUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0261097046413503,SL
VETUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-0.5341169757489329,TIME
WUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0248724655068988,SL
XANUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0203,SL
XPLUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0225197860962567,SL
ZRXUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,-1.0355013953488372,SL
1000000BOBUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,0.2327468581687599,TIME
1000CATUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,-0.8546366445916148,TIME
1000WHYUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,-1.0342588235294117,SL
1MBABYDOGEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,-1.0412638575667654,SL
ACXUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,0.1433567010309347,TIME
AEROUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,-1.0321590643274852,SL
AEVOUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,0.8144520994001762,TIME
AIUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,-1.033447558046437,SL
AIXBTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,2.9690226666666666,TP
AKTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,1.329072957034538,TIME
ALGOUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,-1.0475276752767526,SL
ALICEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,-1.0391017543859646,SL
ALLUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,-0.1852253798033962,TIME
ALPINEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,-0.1205402732595981,TIME
ALTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,-1.0302271264367815,SL
APEUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,-0.7679115097159931,TIME
APTUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,-1.0364845637583893,SL
ARKMUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,-0.145391821561341,TIME
ASRUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,0.5077229050279333,TIME
ASTRUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,2.943999999999999,TP
ATHUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,2.9656467836257314,TP
ATOMUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,0.3372241860465122,TIME
AUCTIONUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,-0.559474650698609,TIME
AXSUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,0.2263847908745248,TIME
B3USDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,-1.0341501754385964,SL
BANDUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,-0.6121756097560992,TIME
BANKUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,-1.0256949320148332,SL
BEAMXUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,-1.0510183514774494,SL
BELUSDT,320,FIRST_BREAKDOWN,1.0,3.0,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,-1.0461048543689315,SL
