symbol,variant,candles,trades,profit_factor,expectancy_r,win_rate,total_return_pct,max_drawdown_pct,longs,shorts,filled,expired
METISUSDT,15m_d12_e96,11520,0,,,,,,0,0,0,0
METISUSDT,15m_d16_e96,11520,0,,,,,,0,0,0,0
KATUSDT,1h_d3_e24,2880,30,1.5507482202637028,0.3364075375140835,46.666666666666664,20.592349186533166,-17.199972888004105,12,18,30,21
KATUSDT,1h_d4_e24,2880,14,0.6986956585170493,-0.21835211960359205,28.571428571428573,-6.448246405180546,-10.100567577462597,6,8,14,12
KATUSDT,15m_d3_e24,11520,56,1.0624792904229896,0.06755570650705275,39.285714285714285,5.3304177230746985,-17.278112695467993,29,27,56,43
KATUSDT,15m_d4_e24,11520,29,0.5379000444686091,-0.43234136463662587,24.137931034482758,-23.076074866489172,-29.360355152944877,14,15,29,22
KATUSDT,15m_d12_e96,11520,0,,,,,,0,0,0,0
KATUSDT,15m_d16_e96,11520,0,,,,,,0,0,0,0
ANKRUSDT,1h_d3_e24,2880,34,0.9125447505013163,-0.04340629039787988,35.294117647058826,-4.336652913879968,-21.361806041953265,14,20,34,15
ANKRUSDT,1h_d4_e24,2880,17,0.9476741362382436,-0.016540387666713813,35.294117647058826,-1.270561279854232,-14.409617985371991,6,11,17,9
ANKRUSDT,15m_d3_e24,11520,68,0.8628686234023673,-0.08371940216920662,36.76470588235294,-13.787188843827414,-25.02681787215815,37,31,68,43
ANKRUSDT,15m_d4_e24,11520,30,0.6582004341365545,-0.23870430642788895,30.0,-15.827783548222774,-24.818816298285732,17,13,30,14
ANKRUSDT,15m_d12_e96,11520,0,,,,,,0,0,0,0
ANKRUSDT,15m_d16_e96,11520,0,,,,,,0,0,0,0
OPGUSDT,1h_d3_e24,2880,34,1.2766441514250897,0.194480217146105,41.1764705882353,12.414791404404756,-10.653323237043274,16,18,34,16
OPGUSDT,1h_d4_e24,2880,7,2.3876024674287075,0.6889400707827947,57.142857142857146,9.713077741602483,-4.154039410106158,3,4,7,10
OPGUSDT,15m_d3_e24,11520,76,1.1513898708845987,0.13174611756273272,40.78947368421053,18.869169251931762,-21.984021587419853,35,41,76,51
OPGUSDT,15m_d4_e24,11520,23,0.7641856653359222,-0.1645656933445722,30.434782608695652,-8.145242485991144,-15.885522290241125,14,9,23,26
OPGUSDT,15m_d12_e96,11520,0,,,,,,0,0,0,0
OPGUSDT,15m_d16_e96,11520,0,,,,,,0,0,0,0
HOMEUSDT,1h_d3_e24,2880,36,0.9379373074896304,-0.02265839984786023,33.333333333333336,-3.0272519547718812,-15.898130370740818,18,18,36,16
HOMEUSDT,1h_d4_e24,2880,12,0.17429401122195348,-0.7415600227458969,8.333333333333334,-16.559371980781545,-16.941646146340535,5,7,12,10
HOMEUSDT,15m_d3_e24,11520,94,1.0870025926502698,0.08240102417050943,39.361702127659576,12.85512513288063,-41.86525007979513,46,48,94,74
HOMEUSDT,15m_d4_e24,11520,44,1.3094442587466304,0.22026584086351572,43.18181818181818,18.928569978871224,-20.55502551514553,16,28,44,49
HOMEUSDT,15m_d12_e96,11520,0,,,,,,0,0,0,0
HOMEUSDT,15m_d16_e96,11520,0,,,,,,0,0,0,0
TRUMPUSDT,1h_d3_e24,2880,30,1.5747346632196366,0.3337013311183546,46.666666666666664,20.390747106617724,-14.730444174443116,13,17,30,24
TRUMPUSDT,1h_d4_e24,2880,12,1.8520329765375567,0.445945102463949,50.0,10.630996957810023,-11.873069221841067,4,8,12,15
TRUMPUSDT,15m_d3_e24,11520,105,1.312604728045184,0.1923399398391946,43.80952380952381,42.302159582963085,-19.976285669411382,64,41,105,61
TRUMPUSDT,15m_d4_e24,11520,38,1.1043016209435852,0.09205500466192316,39.473684210526315,5.419753422427065,-15.463332288380837,18,20,38,27
TRUMPUSDT,15m_d12_e96,11520,0,,,,,,0,0,0,0
TRUMPUSDT,15m_d16_e96,11520,0,,,,,,0,0,0,0
哈基米USDT,1h_d3_e24,395,10,1.8528366198139825,0.4767021589666126,50.0,9.461037550771856,-5.803765043342573,4,6,10,0
哈基米USDT,1h_d4_e24,395,3,0.0,-1.0255578654207818,0.0,-6.028000096621911,-6.839429099876329,0,3,3,1
哈基米USDT,15m_d3_e24,1580,21,1.6762187551140035,0.3906013295513971,47.61904761904762,16.63368548346833,-11.630862315015673,9,12,21,13
哈基米USDT,15m_d4_e24,1580,9,2.25670294136215,0.6260000087409945,55.55555555555556,11.395095734185157,-4.616885054669613,3,6,9,6
哈基米USDT,15m_d12_e96,1580,0,,,,,,0,0,0,0
哈基米USDT,15m_d16_e96,1580,0,,,,,,0,0,0,0
EGLDUSDT,1h_d3_e24,2880,27,1.0278228630413733,0.04071625184712769,37.03703703703704,2.7334000013710558,-17.22255827712673,11,16,28,13
EGLDUSDT,1h_d4_e24,2880,13,2.122611757291313,0.5576645591602029,53.84615384615385,16.763470865219144,-9.695515602280976,8,5,14,11
EGLDUSDT,15m_d3_e24,11520,44,0.8885621228013536,-0.046228105498138425,36.36363636363637,-6.975613704570172,-21.883925967008143,21,23,44,47
EGLDUSDT,15m_d4_e24,11520,21,0.535298634019282,-0.3982128660325784,23.80952380952381,-16.06365703634678,-23.7716252797381,10,11,21,21
EGLDUSDT,15m_d12_e96,11520,0,,,,,,0,0,0,0
EGLDUSDT,15m_d16_e96,11520,0,,,,,,0,0,0,0
1MCHEEMSUSDT,1h_d3_e24,2880,16,0.7879495620814999,-0.14807679271340476,31.25,-5.234760661950255,-15.23142927336705,10,6,16,9
1MCHEEMSUSDT,1h_d4_e24,2880,6,1.7787229005644105,0.44800132878755566,50.0,5.206858885655485,-5.975673375199722,0,6,6,4
1MCHEEMSUSDT,15m_d3_e24,11520,35,1.1045842876097682,0.07569692410311052,42.857142857142854,5.308735078547322,-11.61683794220009,14,21,35,38
1MCHEEMSUSDT,15m_d4_e24,11520,11,2.7137494425782194,0.7791242673149824,63.63636363636363,17.110487338594172,-7.775688072116339,4,7,11,15
1MCHEEMSUSDT,15m_d12_e96,11520,0,,,,,,0,0,0,0
1MCHEEMSUSDT,15m_d16_e96,11520,0,,,,,,0,0,0,0
BROCCOLIUSDT,1h_d3_e24,2880,26,1.3253872437244267,0.21985170505845592,42.30769230769231,10.787653416719278,-14.336042787226747,12,14,26,18
BROCCOLIUSDT,1h_d4_e24,2880,14,1.0137230820461252,0.03020676289237854,35.714285714285715,0.2580026624520615,-13.932161434307517,3,11,14,14
BROCCOLIUSDT,15m_d3_e24,11520,63,1.0292820357348451,0.04926199674517709,38.095238095238095,2.706383175906324,-19.239701460621898,32,31,63,47
BROCCOLIUSDT,15m_d4_e24,11520,28,0.3579348099382255,-0.581342908064253,17.857142857142858,-28.489938312423813,-30.529603890990693,17,11,28,17
BROCCOLIUSDT,15m_d12_e96,11520,0,,,,,,0,0,0,0
BROCCOLIUSDT,15m_d16_e96,11520,0,,,,,,0,0,0,0
SQDUSDT,1h_d3_e24,2880,26,1.1257098275063047,0.10576351992015796,38.46153846153846,4.477816054372541,-13.810816847383029,14,12,26,17
SQDUSDT,1h_d4_e24,2880,10,0.7680477048314336,-0.15430692721204262,30.0,-3.417559905419698,-11.188286803627717,5,5,10,9
SQDUSDT,15m_d3_e24,11520,50,0.514545991624444,-0.4042895913264914,24.0,-34.537383702765844,-34.53738370276584,22,28,50,51
SQDUSDT,15m_d4_e24,11520,30,1.2514229222328108,0.20467176562217346,43.333333333333336,10.350224241590954,-12.608339149924733,17,13,30,20
SQDUSDT,15m_d12_e96,11520,0,,,,,,0,0,0,1
SQDUSDT,15m_d16_e96,11520,0,,,,,,0,0,0,0
YGGUSDT,1h_d3_e24,2880,30,0.633222412903816,-0.29162910553050403,26.666666666666668,-17.028933985123086,-24.59353703813219,20,10,30,18
YGGUSDT,1h_d4_e24,2880,8,0.5859896799433576,-0.31680356858717146,25.0,-5.2224869561519505,-9.21691493528702,4,4,8,8
YGGUSDT,15m_d3_e24,11520,71,0.5804972347088783,-0.3579507417262358,26.760563380281692,-41.22696302235083,-49.88907869288004,39,32,71,48
YGGUSDT,15m_d4_e24,11520,28,0.4429925185620273,-0.5309525652998677,21.428571428571427,-24.789276851461494,-31.338213093002782,18,10,28,27
YGGUSDT,15m_d12_e96,11520,0,,,,,,0,0,0,0
YGGUSDT,15m_d16_e96,11520,0,,,,,,0,0,0,0
SPELLUSDT,1h_d3_e24,2880,7,1.3502607347232116,0.23712229708730456,42.857142857142854,3.0483652304177378,-2.926342252833755,3,4,7,10
SPELLUSDT,1h_d4_e24,2880,3,0.9140654435925454,-0.04079822392697152,33.333333333333336,-0.3669727847134263,-4.1205449074211105,1,2,3,2
SPELLUSDT,15m_d3_e24,11520,25,0.604330303614747,-0.31020172658919576,28.0,-15.740219306093838,-16.765197051182362,15,10,25,16
SPELLUSDT,15m_d4_e24,11520,8,0.5027252329835179,-0.43042500654753457,25.0,-6.9561195735600485,-10.786480820393116,3,5,8,6
SPELLUSDT,15m_d12_e96,11520,0,,,,,,0,0,0,0
SPELLUSDT,15m_d16_e96,11520,0,,,,,,0,0,0,0
