entry_time,signals,event_avg_r,feature_time,breadth_down_prev,breadth_down2_prev,market_medret_prev,breadth_accel,btc_ret_prev,btc_ret_3_prev,btc_vol_6_prev,success
2026-02-28 08:00:00+00:00,58,-0.9281993233642581,2026-02-28 04:00:00+00:00,0.610981308411215,0.5595794392523364,-0.04035948160122749,0.1974299065420561,-0.030037801951833698,-0.02412591370969963,0.014399466473924894,False
2026-05-28 04:00:00+00:00,79,-0.34467403635272176,2026-05-28 00:00:00+00:00,0.6238317757009346,0.48014018691588783,-0.025849913833620453,0.011682242990654235,-0.016039108765206422,-0.027563081009296164,0.0066466743095933345,False
2026-06-02 16:00:00+00:00,110,-0.6493807676620814,2026-06-02 12:00:00+00:00,0.5899532710280374,0.5,-0.031306715063520896,0.2091121495327103,-0.031055650134955592,-0.05141940223376251,0.012545646748141102,False
2026-06-04 04:00:00+00:00,109,1.8191815544831746,2026-06-04 00:00:00+00:00,0.5537383177570093,0.3855140186915888,-0.017590856326457738,0.030373831775700966,0.0034077953513615977,-0.025895391882991614,0.01466321679640824,True
2026-06-05 04:00:00+00:00,105,1.4555218634879825,2026-06-05 00:00:00+00:00,0.6273364485981309,0.49649532710280375,-0.028009084027251996,0.010514018691588856,-0.018067949396586624,-0.01824322631559183,0.015029155319386376,True
2026-06-05 08:00:00+00:00,94,1.0971948577735955,2026-06-05 04:00:00+00:00,0.5654205607476636,0.26869158878504673,-0.011019283746556363,-0.06191588785046731,0.0059952439963828486,-0.008249961085089241,0.014949011051671688,True
2026-06-05 16:00:00+00:00,61,0.3086629308821015,2026-06-05 12:00:00+00:00,0.6133177570093458,0.4591121495327103,-0.022858363597522025,0.0829439252336448,-0.024684520301310298,-0.036665247202139595,0.012876784928200128,True
2026-06-23 08:00:00+00:00,52,0.007651075244929798,2026-06-23 04:00:00+00:00,0.6647196261682243,0.5116822429906542,-0.025364153558099678,0.3457943925233645,-0.018553249434314134,-0.024806083673789336,0.009033664992723801,True
2026-06-24 16:00:00+00:00,92,0.3719566715046826,2026-06-24 12:00:00+00:00,0.6460280373831776,0.5362149532710281,-0.03064284782892157,0.3785046728971963,-0.04186510239681207,-0.039067309256418103,0.01787551578202769,True
2026-06-24 20:00:00+00:00,56,-0.5215218465014485,2026-06-24 16:00:00+00:00,0.6016355140186916,0.25934579439252337,-0.00937091335502066,-0.04439252336448596,-0.005494988789293442,-0.04321390764534094,0.01775295938156545,False
2026-07-27 16:00:00+00:00,63,-0.3510727719350645,2026-07-27 12:00:00+00:00,0.655373831775701,0.42757009345794394,-0.018398637137989837,0.12967289719626174,-0.00854423717327124,-0.011406418792090256,0.006329994015945044,False
