timestamp_ms,datetime_utc,open,high,low,close,base_volume,quote_volume
1769904000000,2026-02-01T00:00:00+00:00,78698.3,79350.2,78600.5,79300.5,775.447,61347698.2852
1769904900000,2026-02-01T00:15:00+00:00,79300.5,79385.3,78925.2,79045.8,537.5069,42544507.83633
1769905800000,2026-02-01T00:30:00+00:00,79045.8,79189.6,78712.2,78714.9,354.9527,28003749.52691
1769906700000,2026-02-01T00:45:00+00:00,78714.9,79073.2,78702.4,78848.2,298.7001,23575585.15103
1769907600000,2026-02-01T01:00:00+00:00,78848.2,78899.9,78430,78655.5,524.0687,41191753.08917
1769908500000,2026-02-01T01:15:00+00:00,78655.5,78836,78344.8,78792.6,417.6189,32784331.94533
1769909400000,2026-02-01T01:30:00+00:00,78792.6,78833,78251,78297.3,306.637,24051591.61213
1769910300000,2026-02-01T01:45:00+00:00,78297.3,78511.8,78244.1,78489.3,291.5529,22845243.2381
1769911200000,2026-02-01T02:00:00+00:00,78489.3,78820.3,78331.1,78787,278.35,21873846.68551
1769912100000,2026-02-01T02:15:00+00:00,78787,78863.1,78473.4,78596.6,202.228,15908389.72366
1769913000000,2026-02-01T02:30:00+00:00,78596.6,78767.3,78566.8,78717.8,186.538,14678538.49891
1769913900000,2026-02-01T02:45:00+00:00,78717.8,79022.1,78680.9,78854.9,259.2375,20447301.87926
1769914800000,2026-02-01T03:00:00+00:00,78854.9,78967.9,78697.4,78826,201.118,15847015.04114
1769915700000,2026-02-01T03:15:00+00:00,78826,78856.4,78619.3,78703.7,145.0298,11414818.51035
1769916600000,2026-02-01T03:30:00+00:00,78703.7,78825.9,78639.4,78684.9,120.2453,9464649.78274
1769917500000,2026-02-01T03:45:00+00:00,78684.9,78870.5,78684.9,78821.3,256.071,20181212.98019
1769918400000,2026-02-01T04:00:00+00:00,78821.3,78965.6,78675,78913.2,182.0728,14356761.51295
1769919300000,2026-02-01T04:15:00+00:00,78913.2,79084.2,78855,78892.7,294.689,23271067.40797
1769920200000,2026-02-01T04:30:00+00:00,78892.7,78974.5,78867.5,78963.2,98.6582,7786220.74111
1769921100000,2026-02-01T04:45:00+00:00,78963.2,79016.5,78921.5,78933.1,100.7139,7953358.48829
1769922000000,2026-02-01T05:00:00+00:00,78933.1,78965.2,78682.1,78803,496.5003,39102430.1592
1769922900000,2026-02-01T05:15:00+00:00,78803,78939,78685,78904.6,270.5986,21328616.77906
1769923800000,2026-02-01T05:30:00+00:00,78904.6,78904.7,78494.9,78534.3,398.6155,31355573.89193
1769924700000,2026-02-01T05:45:00+00:00,78534.3,78600.7,78488,78575.5,181.4951,14255928.77614
1769925600000,2026-02-01T06:00:00+00:00,78575.5,78686.3,78570,78673.7,114.6605,9015738.27031
1769926500000,2026-02-01T06:15:00+00:00,78673.7,78787,78646.5,78672.9,111.4599,8772977.50365
1769927400000,2026-02-01T06:30:00+00:00,78672.9,78751.8,78359.4,78480.1,220.6964,17332573.18249
1769928300000,2026-02-01T06:45:00+00:00,78480.1,78482.7,78217.4,78261.1,523.7148,41016917.36763
1769929200000,2026-02-01T07:00:00+00:00,78261.1,78323.8,77897.4,78083.4,814.8151,63653423.85268
1769930100000,2026-02-01T07:15:00+00:00,78083.4,78179.2,77954.2,78179.2,217.7906,17006114.51236
1769931000000,2026-02-01T07:30:00+00:00,78179.2,78689.9,78139,78538.6,455.0537,35699935.18327
1769931900000,2026-02-01T07:45:00+00:00,78538.6,78548.6,78306.1,78312.8,193.296,15158518.08149
1769932800000,2026-02-01T08:00:00+00:00,78312.8,78497.7,78312.7,78407.8,178.9951,14039661.10606
1769933700000,2026-02-01T08:15:00+00:00,78407.8,78469.6,78220,78469.6,376.5617,29501766.90208
1769934600000,2026-02-01T08:30:00+00:00,78469.6,78829,78420.6,78827.8,447.7988,35233217.30591
1769935500000,2026-02-01T08:45:00+00:00,78827.8,78827.8,78515.1,78563,201.607,15858038.54752
1769936400000,2026-02-01T09:00:00+00:00,78563,78797.6,78507.7,78717.4,154.8249,12182592.44021
1769937300000,2026-02-01T09:15:00+00:00,78717.4,78749.9,78595,78639.6,138.8831,10926643.48591
1769938200000,2026-02-01T09:30:00+00:00,78639.6,78874.1,78639.5,78829.2,126.4077,9959058.87985
1769939100000,2026-02-01T09:45:00+00:00,78829.2,79100,78703.7,79000.3,369.0906,29137768.45657
1769940000000,2026-02-01T10:00:00+00:00,79000.3,79189.8,78833.3,79133.1,445.1339,35165003.79155
1769940900000,2026-02-01T10:15:00+00:00,79133.1,79133.1,78942.7,78975,225.2966,17799460.7817
1769941800000,2026-02-01T10:30:00+00:00,78975,78997.2,78338,78338.1,1406.7998,110568859.5328
1769942700000,2026-02-01T10:45:00+00:00,78338.1,78486.7,78108.2,78243.7,605.5454,47413371.55387
