candidate,freq,period,trades,pf,expectancy_r,wins,losses
BTC_D4,Q,2026Q2,11,0.9309045559524449,-0.05205844795121283,4,7
BTC_D4,Q,2026Q3,12,0.5238705921833204,-0.4397203556716809,3,9
BTC_D4,Y,2019,18,0.4956535012321975,-0.44327230981619586,4,14
BTC_D4,Y,2020,54,1.187742461322972,0.12560782380837868,22,32
BTC_D4,Y,2021,60,0.7131775521047705,-0.2253570439780896,17,43
BTC_D4,Y,2022,68,1.0098005859615162,0.007021835204313242,25,43
BTC_D4,Y,2023,49,1.489555131949583,0.31187205725371536,24,25
BTC_D4,Y,2024,62,0.9845925527703288,-0.011362980798797603,23,39
BTC_D4,Y,2025,72,1.6465030911485585,0.38215206865447615,36,36
BTC_D4,Y,2026,42,1.3416262955129703,0.22331057509972943,19,23
XRP_D3,M,2024-09,4,1.6886972313329895,0.3995651876072822,2,2
XRP_D3,M,2024-10,12,1.2513224336502935,0.16316791388033822,5,7
XRP_D3,M,2024-11,12,1.340594893359463,0.20955806642999816,5,7
XRP_D3,M,2024-12,10,0.4633119638865536,-0.45892699009936483,2,8
XRP_D3,M,2025-01,11,0.1848703360357712,-0.7982257730779068,1,10
XRP_D3,M,2025-02,13,1.1712028438482498,0.11105727996011917,5,8
XRP_D3,M,2025-03,9,0.9030494630433753,-0.07077621218044904,3,6
XRP_D3,M,2025-04,12,2.5193710735269,0.6904090372085504,7,5
XRP_D3,M,2025-05,13,1.5119525392613091,0.3068442396065485,6,7
XRP_D3,M,2025-06,15,1.9508772091569255,0.5086976232967019,8,7
XRP_D3,M,2025-07,14,0.13724225178272284,-0.892096171231512,1,13
XRP_D3,M,2025-08,12,2.4550380990537826,0.6784742694264841,7,5
XRP_D3,M,2025-09,10,2.65878936173586,0.7372103004332053,6,4
XRP_D3,M,2025-10,15,0.12547694598813802,-0.9078301496355207,1,14
XRP_D3,M,2025-11,13,2.128598017811663,0.5648693331094091,7,6
XRP_D3,M,2025-12,20,2.549575322475921,0.7176479976940756,12,8
XRP_D3,M,2026-01,8,1.7287339589643276,0.41287008344328696,4,4
XRP_D3,M,2026-02,10,0.7816515095195474,-0.1650184644752938,3,7
XRP_D3,M,2026-03,15,1.5644784512413912,0.3300981095041679,7,8
XRP_D3,M,2026-04,12,0.8316448570571464,-0.13017207173478687,4,8
XRP_D3,M,2026-05,14,1.720868770902253,0.40531321351671984,7,7
XRP_D3,M,2026-06,13,0.320326171317859,-0.6402665761668017,2,11
XRP_D3,M,2026-07,10,1.673520641841603,0.39222173705120245,5,5
XRP_D3,M,2026-08,10,0.7380468694323168,-0.20698804224374978,3,7
XRP_D3,M,2026-09,5,2.645482458256661,0.7323320395794972,3,2
XRP_D3,Q,2024Q3,4,1.6886972313329895,0.3995651876072822,2,2
XRP_D3,Q,2024Q4,34,0.9950871570800942,-0.0034281805079297402,12,22
XRP_D3,Q,2025Q1,33,0.6906417192348031,-0.24162802345452933,9,24
XRP_D3,Q,2025Q2,40,1.9358295976108986,0.4976086977709566,21,19
XRP_D3,Q,2025Q3,36,1.1233669879607882,0.08401244000579705,14,22
XRP_D3,Q,2025Q4,48,1.2577764283673136,0.16830852166189622,20,28
XRP_D3,Q,2026Q1,33,1.3165713087382012,0.2001287171319963,14,19
XRP_D3,Q,2026Q2,39,0.8567454802923926,-0.10797808619876381,13,26
XRP_D3,Q,2026Q3,25,1.3456952576064383,0.22055988583888053,11,14
XRP_D3,Y,2024,38,1.0568881485393533,0.03899217403051362,14,24
XRP_D3,Y,2025,157,1.223846182611517,0.14671261157209242,64,93
XRP_D3,Y,2026,97,1.1194272459764705,0.08151648917088765,38,59
NDX_D4,M,2026-06,4,0.5235496948826951,-0.4392678987101064,1,3
NDX_D4,M,2026-07,3,0.805768777147095,-0.15219565916787317,1,2
NDX_D4,M,2026-08,1,inf,1.8598977602097453,1,0
NDX_D4,M,2026-09,1,inf,1.816658057126035,1,0
NDX_D4,Q,2026Q2,4,0.5235496948826951,-0.4392678987101064,1,3
NDX_D4,Q,2026Q3,5,2.3697685569753077,0.6439937679664322,3,2
NDX_D4,Y,2026,9,1.242258587378676,0.16254413833241502,4,5
