episode,d,st,et,duration_sec,ret_bps,net_xbt,flip_close,adverse_add_orders,favorable_add_orders,approx_max_leverage
2059,S,1561729382,1561958004,228622.778959,306.6675269340167,9.378101727449843,True,1,1,0.9407618286530356
2060,L,1561958004,1561994440,36435.051009,-292.6839382543224,-19.61663318779001,True,3,1,2.009603410259379
2061,S,1561994440,1561997687,3247.312188,28.19583312620282,0.9213777311600092,True,1,3,1.0274467255154842
2062,L,1561997687,1561998052,364.832035,57.228430250001225,0.00020370335,True,0,0,0.0002087918582665
2063,S,1561998052,1561998601,549.812685,19.168511050773404,0.1785856258100035,True,1,0,0.5465317776202876
2064,L,1561998601,1561998722,120.784824,-31.62703319999949,-0.0001117735199999,True,0,0,0.0002073040064189
2065,S,1561998722,1561999622,899.462175,62.695469199999344,0.0003828130799999,True,0,0,0.0003581606201711
2066,L,1561999622,1562003944,4321.784911,-36.12480218094447,-0.6320496107864298,True,0,1,1.026296602099565
2067,S,1562003944,1562011054,7110.867524,131.18160844276784,2.3093195629954124,True,1,1,1.032468459266782
2068,L,1562011054,1562011327,273.063681,138.58328571147902,0.2373633365615898,True,0,1,0.1002959538965225
2069,S,1562011327,1562011377,49.423434,3.960572004574239,0.0066635901495246,True,0,0,0.0986856276357294
2070,L,1562011377,1562014427,3050.268188,194.93724099702996,0.0010501286611469,True,0,0,0.0003159911494166
2071,S,1562014427,1562041622,27194.95154,21.9735188517678,0.3766724644188413,True,0,1,1.0058148032164989
2072,L,1562041622,1562041961,339.025923,45.029595388589954,0.8205607345399268,True,0,1,1.1342746582034928
2073,S,1562041961,1562042193,231.40612,87.57319283504252,1.4154256570599504,True,1,1,1.0062290047445053
2074,L,1562042193,1562042461,268.879966,43.339406323676656,0.7072242964601243,True,1,0,1.015528987983717
2075,S,1562042461,1562043283,822.019513,55.90048191258575,1.81080084772002,True,0,2,1.0062290047445053
2076,L,1562043283,1562043386,102.124711,60.52509539999926,0.0003421171599999,True,0,0,0.0003518279813772
2077,S,1562043386,1562046594,3208.344476,86.44892660581718,1.3933237624200243,True,1,0,1.0031890379628
2078,L,1562046594,1562051327,4733.338922,92.26821978628608,1.511930750820083,True,1,0,1.019686732049157
2079,S,1562051327,1562116505,65178.163478,-57.71107828522741,-3.6146628396616816,True,6,0,2.7995362823200347
2080,L,1562116505,1562117684,1178.632396,31.9342393132138,0.4832996306012283,True,0,0,0.9472838806646028
2081,S,1562117684,1563293940,1176256.343697,135.6108609500696,45.51166862005264,True,10,18,2.136377979033857
2082,L,1563293940,1563293963,22.742452,34.239487113773166,0.6923702054690244,True,0,0,1.1137249541550034
2083,S,1563293963,1563296649,2686.074934,152.82454736011965,4.720659838448708,True,2,1,1.1060125892673334
2084,L,1563296649,1563297153,504.167501,73.28870508866133,3.0876586140699467,True,2,1,2.3231466744625946
2085,S,1563297153,1563363181,66027.889997,218.8225156236163,10.949863554539938,True,1,3,1.1358297630210474
2086,L,1563363181,1563366299,3117.784132,48.04942020045949,1.049453126000168,True,1,0,0.9984921229052824
2087,S,1563366299,1563392542,26242.995803,-33.114170895825566,-6.462617333894867,True,13,0,3.724108060779092
2088,L,1563392542,1563392765,222.677593,12.543283850044896,9.711505758351984e-05,True,0,0,0.0003539519587288
2089,S,1563392765,1563393538,773.385544,69.70317913830617,0.0001690159774164,True,0,0,0.000110852163335
2090,L,1563393538,1563417537,23998.41651,68.16610864331248,4.222891118381257,True,3,0,1.890039433174722
2091,S,1563417537,1563498602,81065.11049,36.22233589096981,5.1614179664396085,True,9,2,5.016473392937131
2092,L,1563498602,1563527780,29178.557232,-24.165681231170986,-4.19006640799748,True,10,3,4.349264852005598
2093,S,1563527780,1563728492,200711.954856,9.33313809454576,0.1810784132390898,True,1,0,1.0940773108405786
2094,L,1563728492,1563948429,219936.792006,180.42418822829296,6.972643233680173,True,0,2,1.091055210800836
2095,S,1563948429,1564223275,274846.485966,-63.42269999841268,-6.472459527580047,True,3,3,2.181756690837183
2096,L,1564223275,1564223307,31.311991,36.37501249470596,0.7648284330632394,True,0,0,1.1723522953957932
2097,S,1564223307,1564623954,400646.908482,-104.63293666176207,-9.42824872060894,True,3,2,3.4678735926745947
2098,L,1564623954,1564729655,105701.352489,-45.72521337988552,-1.832083474074977,True,1,1,1.1903408289297814
2099,S,1564729655,1564769193,39538.520608,-4.458226922057384,-0.0847744365799201,True,0,1,1.1336483191514135
2100,L,1564769193,1564995617,226423.325862,295.01794521453576,2.821474694122648,True,0,2,0.5698608451501428
2101,S,1564995617,1565003461,7844.238942,83.18656431580999,1.4121713984574304,True,0,1,0.9856776556203336
2102,L,1565003461,1565025174,21712.987393,76.65530143635287,0.3010065357600053,True,1,0,0.2279488844716677
2103,S,1565025174,1565055264,30090.18043,50.536473648971935,1.1287680424491031,True,0,4,0.9842489301605952
2104,L,1565055264,1565081070,25806.241369,31.356738017387585,0.0887679029910298,True,0,0,0.163270618244335
2105,S,1565081070,1565157373,76302.216044,365.6965629995973,5.986187524160114,True,0,1,0.9441343632980008
2106,L,1565157373,1565234006,76633.345028,123.8198981513254,9.348129488879325,True,4,1,2.882291093192091
2107,S,1565234006,1565244725,10719.244533,1.5883151260559512,0.0265108468797262,True,0,1,0.873299466336477
2108,L,1565244725,1565308388,63662.544079,-32.459656955825096,-2.74395370203868,True,2,3,2.662921182713505
2109,S,1565308388,1565310686,2298.255318,91.069810268126,0.0003201260118859,True,0,0,0.0001839186240798
2110,L,1565310686,1565760214,449528.105296,20.056557110044626,1.3763412592259945,True,4,2,2.7824888915475943
2111,S,1565760214,1565771980,11765.763192,52.03951170979461,0.9837676906400308,True,1,0,1.002874998145113
2112,L,1565771980,1565786894,14913.609182,23.325787085071827,0.8980100499998263,True,2,0,1.0193298464154652
2113,S,1565786894,1565835191,48297.53916,191.62084905549727,4.145349353520041,True,1,1,1.0019279962582903
2114,L,1565835191,1565838172,2980.414389,-54.07141319999848,-0.0003111091199999,True,0,0,0.0002989740492375
2115,S,1565838172,1565838515,343.624853,-1.0490543999996815,-4.460479999998646e-06,True,0,0,0.000220938834245
2116,L,1565838515,1565856587,18072.183239,-67.81962032692356,-0.000392268929139,True,0,0,0.0003005502040385
2117,S,1565856587,1566159054,302466.777602,-3.1874105320626875,-0.6795062269126984,True,12,1,5.0013970954908125
2118,L,1566159054,1566184680,25626.024895,-4.642972043638448,-2.584164554194363e-05,True,0,0,0.0002857010577495
2119,S,1566184680,1566359140,174459.929522,-0.9697406524624842,-0.1278842491190595,True,7,2,3.0213268188356093
2120,L,1566359140,1566359325,185.27553,43.90949257309883,0.1900530622047963,True,0,0,0.220220920848087
2121,S,1566359325,1566361244,1918.71609,2.5877465279216416,0.0016840586752701,True,0,1,0.0331117104670787
2122,L,1566361244,1566363246,2002.102908,24.301993546725388,0.4768761830047789,True,0,0,0.9984029431863354
2123,S,1566363246,1566384289,21042.543625,61.551376858194594,3.6249720182004648,True,1,4,0.9939492739823014
2124,L,1566384289,1566384610,321.71468,34.19294789109521,0.3397480581168717,True,0,1,0.5053476566950603
2125,S,1566384610,1566395867,11256.169591,181.3469329532001,0.0007591558431372,True,0,0,0.0002129917811131
2126,L,1566395867,1566402959,7092.806093,16.811455400000295,9.748224000000172e-05,True,0,0,0.000295027370429
2127,S,1566402959,1566403577,617.739495,44.74563931612707,0.0001903878682392,True,0,0,0.0002164864279984
2128,L,1566403577,1566403863,285.492078,46.4362463241345,0.8178209190916446,True,2,0,0.897847461796972
2129,S,1566403863,1566527596,123733.408332,30.128264319817458,1.7862453100888869,True,2,1,1.0087255268165278
2130,L,1566527596,1566542561,14965.383168,87.5968865849285,1.741038487671053,True,1,0,0.9898693598359596
2131,S,1566542561,1566703697,161136.064541,248.75104135833948,4.868551909680173,True,0,1,0.974831020661904
2132,L,1566703697,1566863118,159420.929943,79.93671812799842,12.479781775120331,True,2,8,1.866360027902375
2133,S,1566863118,1566872789,9670.367863,34.43188639810683,0.6640067921598997,True,0,2,0.8835429875913774
2134,L,1566872789,1567016603,143814.162436,-61.80183564473831,-5.686539560928177,True,5,0,1.8098380732813328
2135,S,1567016603,1567063271,46667.946708,43.43886419940492,5.39168822878227,True,2,4,1.9362911134294676
2136,L,1567063271,1567067233,3961.796334,-42.84563286574448,-1.8236848908941865,True,1,1,1.969088846492135
2137,S,1567067233,1567610565,543332.684313,-24.70337449214382,-1.5299276663197834,True,3,1,0.9781899841756582
2138,L,1567610565,1567679167,68601.320483,81.2241387046057,1.5564659658400433,True,1,0,0.8909301260398399
2139,S,1567679167,1567706276,27109.433255,19.58401418552224,0.0458709819199989,True,0,1,0.1081308324217526
2140,L,1567706276,1567744492,38215.710124,51.31585538925158,0.976795952959848,True,1,0,0.8782736221542651
2141,S,1567744492,1567955915,211422.951765,137.95498793106748,7.754916417239633,True,2,1,0.9285022688161366
2142,L,1567955915,1568028097,72182.219012,-97.21282645650072,-11.351615653000694,True,8,0,3.775070348781853
2143,S,1568028097,1568184155,156058.326385,7.0480090006904845,0.5431576143202199,True,1,3,1.907136871148968
2144,L,1568184155,1568185621,1465.803804,24.888611841812168,0.5004171498732716,True,1,0,1.0043058996902112
2145,S,1568185621,1568934283,748661.720006,-32.99788841196243,-2.557375806289853,True,2,2,1.8462704534224448
2146,L,1568934283,1569223824,289541.172027,-16.098629866693784,-0.6299222200910267,True,1,1,0.9863653301815748
2147,S,1569223824,1569295234,71409.808965,59.62547921323336,2.406225523381023,True,2,1,1.0217069967244032
2148,L,1569295234,1569354300,59066.56904,-2014.368115498513,-0.0119751887142857,False,0,0,0.0002981241695253
2149,S,1569370311,1570704925,1334614.677887,33.081416187493346,19.49773943989404,True,12,21,3.893871308359092
2150,L,1570704925,1570930005,225079.992561,12.734830319769824,0.5988316770657993,True,2,1,2.1521795524587923
2151,S,1570930005,1571000691,70685.830957,110.82760201255962,2.6547443000428865,True,0,1,1.0916794542750212
2152,L,1571000691,1571328569,327877.763491,-9.930895754817126,-0.4807437287619605,True,3,1,2.206867744429164
2153,S,1571328569,1572019158,690588.771387,-88.75842673082602,-15.944042286051742,True,2,6,3.6131372279887897
2154,L,1572019158,1572019532,374.250087,88.92101278700243,2.1406292934282662,True,1,0,0.945663501403964
2155,S,1572019532,1572020638,1106.469218,71.53303478487369,1.6995477345160783,True,1,0,0.930812352775434
2156,L,1572020638,1572190856,170217.129635,118.31186097189423,2.575497853868693,True,0,1,0.8543899947940276
2157,S,1572190856,1572244516,53660.601402,85.78152343542023,7.983536253250106,True,5,1,1.932497788160456
2158,L,1572244516,1572723874,479358.227795,-35.60624790681565,-4.891394705988438,True,5,5,2.9331844036120502
2159,S,1572723874,1573618244,894369.531759,67.48552509427977,14.329095061307804,True,3,10,2.0527621988526
2160,L,1573618244,1573706710,88466.462408,48.49927328772385,1.1123934666314756,True,2,2,0.9955195750674408
2161,S,1573706710,1573790214,83503.475189,-47.17922619468172,-1.089523717679688,True,1,0,1.0071382864029006
2162,L,1573790214,1573884139,93925.586965,96.40263329151922,2.2576950165597043,True,1,0,1.02087564454457
2163,S,1573884139,1574037443,153303.557248,15.153074011616232,0.3579607803998966,True,1,0,1.0184979654607904
2164,L,1574037443,1574123859,86415.896539,-54.39102551370085,-1.2838771027196278,True,1,0,1.023360201312843
2165,S,1574123859,1574325992,202133.026785,48.63640014727351,7.472638591837205,True,2,6,2.1094297182800337
2166,L,1574325992,1574341174,15182.066503,21.281555888892377,0.5376456269049498,True,0,0,1.057600439874452
2167,S,1574341174,1574422525,81350.812841,311.40190822153664,32.34780487886852,True,0,4,2.183917234547104
2168,L,1574422525,1574437097,14571.858097,-39.98463705826837,-0.000166474202093,True,0,0,0.0001535124511494
2169,S,1574437097,1574498794,61697.754249,-41.11061888072614,-2.6301102402875065,True,3,0,2.0530492224922114
2170,L,1574498794,1574506075,7280.15635,88.31337317911832,2.478823389658176,True,0,1,1.0282454029587191
2171,S,1574506075,1574647577,141502.008184,267.33362923074446,29.562074532789264,True,3,1,2.020793045281301
2172,L,1574647577,1574684525,36947.979492,43.05122472501851,1.3137292654226358,True,1,0,1.0109900468895052
2173,S,1574684525,1574685869,1344.386719,-118.95338437628628,-8.95742750415156,True,3,0,2.438674215310268
2174,L,1574685869,1574687421,1551.889094,280.2539482937886,0.0021428266489011,True,0,0,0.0002533146991547
2175,S,1574687421,1574723694,36273.585778,130.81452209072293,1.596829659231125,True,0,0,0.4044154363374945
2176,L,1574723694,1574854865,131170.368929,38.68197361281823,5.022673788270367,True,5,2,0.9256882191112163
2177,S,1574854865,1575213633,358768.131429,73.45262100768821,22.9758180793016,True,16,1,2.639742824110558
2178,L,1575213633,1575466086,252452.816714,63.199284413374414,7.994191184549698,True,7,0,0.8962152185005352
2179,S,1575466086,1575555168,89082.42581,3.74324607741618,1.0270556087125298,True,1,15,1.5756544910857655
2180,L,1575555168,1575621404,66235.598432,-36.64914338906627,-1.592249860513142,True,2,0,1.0232628806093664
2181,S,1575621404,1576682754,1061349.983626,48.05859933020545,44.47773844077099,True,7,35,3.056520565133185
2182,L,1576682754,1576682788,34.696786,1.481883713405867,0.0005340610454551,True,0,0,0.0096216006594888
2183,S,1576682788,1576717374,34585.503703,-15.5601768634528,-0.7781295421920575,True,1,1,1.0047247808239077
2184,L,1576717374,1577197941,480567.04307,10.877361222193626,3.268385218041848,True,14,2,1.900637736856743
2185,S,1577197941,1577215605,17663.711678,157.61825865742713,5.329654361960313,True,1,0,0.8998546264530983
2186,L,1577215605,1577319290,103685.70316,-17.462215818758782,-0.6076979398197289,True,1,2,0.926618183293878
2187,S,1577319290,1577464990,145699.31563,-0.7478054933111153,-0.0259912558800062,True,0,1,0.913624406738384
2188,L,1577464990,1577937358,472368.001893,-15.298125495599002,-2.1165511456002437,True,2,2,0.916182308096413
2189,S,1577937358,1578012512,75153.880502,125.51353775324336,11.585497290800552,True,2,3,1.4891802193564307
2190,L,1578012512,1578041109,28597.49386,-18.615894842662605,-0.6757333983605668,True,1,0,0.9334563183466482
2191,S,1578041109,1578041185,76.263695,-1.1322409389600077,-0.0389077962334819,True,0,0,0.8837314194325794
2192,L,1578041185,1578045185,3999.367136,61.20660034498567,0.0006768928016144,True,0,0,0.0002844167727136
2193,S,1578045185,1578047791,2606.187421,-6.735479639603335,-0.2300922346735096,True,1,0,0.8775693178739644
2194,L,1578047791,1578226725,178933.665777,100.75763563383806,17.261056795944107,True,3,5,1.7763757399004398
2195,S,1578226725,1578358604,131879.674075,-109.82309882525595,-10.772649793133494,True,5,1,0.9899394224500704
2196,L,1578358604,1578359294,690.259072,49.79091911039946,0.950084219407806,True,0,0,0.4817136702866332
2197,S,1578359294,1578361226,1931.516654,8.411722067181257,2.08828058919256e-05,True,0,0,6.26730667894268e-05
2198,L,1578361226,1578363285,2058.753155,11.828326900000029,0.00012061608,True,0,0,0.0002574298483405
2199,S,1578363285,1578404119,40834.127212,84.53588315000178,0.00020958868,True,0,0,6.258982509677119e-05
2200,L,1578404119,1578423011,18891.761849,63.00586843182588,3.639841743150386,True,2,1,1.4647830943128737
2201,S,1578423011,1578513019,90008.222127,115.27430800490212,22.080765702327447,True,6,9,1.812124872966056
2202,L,1578513019,1578516846,3826.88211,72.99611968578161,4.136196874764533,True,2,1,1.5018164144524342
2203,S,1578516846,1578518072,1225.986052,70.6438974411593,1.3318034249963695,True,1,1,0.4959632503963094
2204,L,1578518072,1578518743,671.6673,50.42842770000089,0.00025805592,True,0,0,0.0001347862096241
2205,S,1578518743,1578586317,67573.679968,63.05357079374561,5.891974390700259,True,6,2,1.9631402776253937
2206,L,1578586317,1578660556,74238.924547,22.108117017564936,3.322066336363169,True,5,4,1.8619553308975176
2207,S,1578660556,1578664956,4399.90617,27.92397037922156,2.122251562688495,True,3,2,1.817290321809536
2208,L,1578664956,1578667044,2088.322356,35.07663308676898,0.670238401949973,True,1,0,0.4586056374824827
2209,S,1578667044,1578675516,8471.833848,30.08737992042045,3.722270695950126,True,10,1,2.3559370999426696
2210,L,1578675516,1578974584,299067.51594,90.267448951961,6.975931514849474,True,2,3,0.890122484889752
2211,S,1578974584,1579005961,31377.028878,106.30149595835135,0.0008010335287474,True,0,0,0.0001883603886003
2212,L,1579005961,1579018268,12307.193175,63.39833427926943,0.909996571421211,True,0,1,0.3577973889802009
2213,S,1579018268,1579025496,7228.175769,-236.5589360805104,-0.0017685368156699,True,0,0,0.0001868757747
2214,L,1579025496,1579025534,38.468999,-1.7544061617928546,-7.058984330006385e-06,True,0,0,0.0001005750676148
2215,S,1579025534,1579027034,1499.73743,108.59102365000015,0.00079281465,True,0,0,0.0001824971131614
2216,L,1579027034,1579141278,114243.725878,13.680579509604073,0.3509262797010315,True,2,0,0.3869785780243525
2217,S,1579141278,1579231965,90687.514632,49.00859689845188,1.0415744130489797,True,1,1,0.4302346221135228
2218,L,1579231965,1579241750,9784.199921,68.24746247666542,1.167676008300015,True,4,0,0.4808494878150258
2219,S,1579241750,1579848689,606939.676712,97.7454829222842,55.38241837411332,True,13,30,1.8611580146179736
2220,L,1579848689,1579868058,19369.002737,-27.47433604402727,-0.9895928103290208,True,0,1,0.8460608289545295
2221,S,1579868058,1580193434,325375.898939,-196.43721167736,-13.830221562619572,True,4,0,0.8366451330237089
2222,L,1580193434,1580309019,115584.451515,230.01138995027435,19.11306252558966,True,2,3,1.213143900798248
2223,S,1580309019,1580990223,681204.460522,23.635355394150107,9.096092387694974,True,17,14,1.8591762720691187
2224,L,1580990223,1580990820,596.695707,31.15239494439838,0.9646009137433682,True,2,0,0.695668280272465
2225,S,1580990820,1581318884,328063.88252,0.1031901188374062,0.0354103897692736,True,15,7,1.717571896791945
2226,L,1581318884,1581434201,115317.447901,-1.3149879137764455,-0.2204451634279888,True,12,1,1.3921457529450956
2227,S,1581434201,1581435604,1403.167252,-60.554888365323,-0.9155752726800288,True,0,1,0.3402795598728268
2228,L,1581435604,1581514314,78709.491718,78.52011618336105,8.04403381649969,True,1,6,0.9876658973803432
2229,S,1581514314,1581782786,268471.892337,19.95885012261013,6.139804854221999,True,13,13,1.302064308366249
2230,L,1581782786,1581783454,668.284251,18.07507199999962,7.923071999999833e-05,True,0,0,0.0001089835714299
2231,S,1581783454,1581784185,730.724835,61.30787199999887,0.0003422941499999,True,0,0,0.0001388131802146
2232,L,1581784185,1581784291,106.680865,-62.90453550000103,-0.00027691242,True,0,0,0.0001094480288664
2233,S,1581784291,1582003268,218977.040424,-7.390748549344082,-4.415865145716673,True,6,32,3.046799369103362
2234,L,1582003268,1582016760,13491.352785,-67.93126349999974,-0.0005263892699999,True,0,0,0.0001955220305906
2235,S,1582016760,1583766659,1749899.172798,40.95192836298276,40.90511896687543,True,6,60,3.398930469194977
2236,L,1583766659,1583786186,19526.675043,103.05516019934336,7.975953120678969,True,1,3,0.9322982009368086
2237,S,1583786186,1583953522,167336.209237,119.76989810117408,18.71003966663964,True,6,4,1.8031341359240225
2238,L,1583953522,1584010092,56570.425531,14.969702991372111,0.6151095260409334,False,2,2,0.8920067828415659
2239,S,1584010554,1584010666,111.996329,281.2012220179515,0.1404313695327612,True,0,0,0.0122683798811002
2240,L,1584010666,1584011147,481.522154,-187.4323865496437,-17.82918435394351,True,3,0,2.358857458629832
2241,S,1584011147,1584012468,1320.587327,169.20851873924622,0.5283211647163225,True,0,0,0.0767036574599968
2242,L,1584012468,1584013874,1405.997286,-375.48003058879056,-18.64309559724225,True,2,0,1.2269180319672344
2243,S,1584013874,1584013891,17.736311,69.61371653227505,0.309119096935854,False,0,1,0.1093697471078561
2244,S,1584015573,1584015969,395.806499,140.19283466718872,3.39669832000001,False,0,0,0.5953068742735838
2245,L,1584016432,1584016662,229.544733,-131.55885749480078,-0.1139211999999978,False,0,0,0.0212728043234337
2246,L,1584017503,1584018107,603.908131,164.1717647049993,4.249484849999981,False,0,0,0.635884305738306
2247,S,1584023703,1584045957,22254.104667,136.36522673029046,18.0701187634698,True,6,1,1.8110165939376284
2248,L,1584045957,1584050752,4794.654532,115.27469872890774,7.181358819063906,True,3,0,1.3034390956344295
2249,S,1584050752,1584055593,4841.426478,236.59470743493367,30.63992904911958,True,3,3,1.2483161311152815
2250,L,1584055593,1584059508,3914.571781,21.3807130299803,3.314465283526283,True,7,2,2.1933571762557498
2251,S,1584059508,1584060511,1003.592258,345.77806218687,8.847705430020012,True,4,0,0.4037734745225924
2252,L,1584060511,1584061327,816.067244,481.2645405174719,0.0053245817551777,True,0,0,0.0001748965586361
2253,S,1584061327,1584064865,3537.435241,1162.719525305569,61.323636623856856,True,4,3,0.8336669910976802
2254,L,1584064865,1584069223,4358.430802,1910.2104261748304,0.023212683659846,True,0,0,0.0001920984100361
2255,S,1584069223,1584071276,2052.51599,274.2720859112068,12.219368512599162,True,7,3,0.6862487918957506
2256,L,1584071276,1584076078,4802.031584,-25.31051972462964,-2.214484687371765,True,11,3,0.7690448112614832
2257,S,1584076078,1584077506,1428.005931,-217.5770356381926,-18.00658629059903,True,12,1,1.0080940783145855
2258,L,1584077506,1584078098,592.309775,98.67098630720224,1.245594685847795,True,2,0,0.2003993291781701
2259,S,1584078098,1584113613,35515.199215,-380.9877182359116,-61.03760672954939,True,12,4,1.2467595911561664
2260,L,1584113613,1584113671,58.128384,182.24359600670223,1.8280093937360629,True,0,0,0.1585644317278025
2261,S,1584113671,1584310039,196367.466644,-100.12842388442158,-29.632315232516383,True,24,7,1.311758269545476
2262,L,1584310039,1584310174,134.895488,83.29537262194981,1.4676307071217456,True,0,0,0.2975977257654355
2263,S,1584310174,1584310659,485.379434,420.24882822473614,0.0006465366588072,True,0,0,2.5984857340043567e-05
2264,L,1584310659,1584311271,611.870404,0.5062457278274168,0.0092079057300284,True,0,0,0.3070667443125175
2265,S,1584311271,1584353076,41805.165454,264.8602904251708,46.90035783261983,True,3,9,0.936898897039165
2266,L,1584353076,1584358094,5017.721947,59.211481782131614,1.309169792168535,True,0,0,0.3870438264058723
2267,S,1584358094,1584626480,268385.79706,-35.71137255346013,-20.268812900518885,True,31,5,1.468504011409896
2268,L,1584626480,1584633070,6590.73393,198.2275710324989,3.410500743459968,True,1,0,0.2989090943022315
2269,S,1584633070,1584641324,8253.724837,-18.181207742576557,-1.1689098116794712,True,2,2,0.8340693349159314
2270,L,1584641324,1584641706,382.171054,61.259773833398334,0.9909204484064098,True,0,1,0.2801218990116803
2271,S,1584641706,1584644491,2784.86047,53.30254178529472,0.8519280527747138,True,0,1,0.2776768608589631
2272,L,1584644491,1584644873,382.003886,68.01612344803132,1.1101780849662797,True,0,1,0.283549165312802
2273,S,1584644873,1584729666,84792.788796,-130.77364800360746,-28.77239507066848,True,15,2,2.1838261386654163
2274,L,1584729666,1584738263,8597.459993,-484.2994611715976,-23.656777831948187,True,3,0,0.9976334730823024
2275,S,1584738263,1584779254,40991.038968,-34.482236745615246,-2.928638082507538,True,9,0,0.9638887983903576
2276,L,1584779254,1584802879,23624.067762,104.55239962370902,1.773223706514092,True,1,0,0.3400384216017389
2277,S,1584802879,1584813443,10564.168032,131.30371038538456,8.4449613686597,True,5,0,0.9657094914846536
2278,L,1584813443,1584819151,5707.911368,238.2558503415733,6.4346276215684055,True,2,2,0.5413288254090719
2279,S,1584819151,1584907321,88170.790545,282.7518790153955,58.80295752084553,True,12,4,2.255724832276057
2280,L,1584907321,1584911692,4370.609586,155.72671165119309,2.6623167439072204,True,0,0,0.3255947067956048
2281,S,1584911692,1584912149,456.807262,60.29478411432159,0.4409568129400847,True,0,0,0.1395057190506186
2282,L,1584912149,1584912904,755.379862,58.34869955892708,0.976760429114526,True,0,1,0.3192026887327119
2283,S,1584912904,1584914746,1841.546304,24.089915563279902,2.385741064925541,True,8,0,1.8843020161292976
2284,L,1584914746,1584969979,55233.153755,218.45508657556297,24.818904296769524,True,8,0,0.9756274340371784
2285,S,1584969979,1585591039,621060.495474,186.3546654866276,65.50012330415208,True,19,11,2.232942635587684
