episode,d,st,et,duration_sec,ret_bps,net_xbt,flip_close,adverse_add_orders,favorable_add_orders,approx_max_leverage
2286,L,1585591039,1585615273,24234.035714,159.32721475000136,0.00171669905,True,0,0,0.0001752460729278
2287,S,1585615273,1587033476,1418202.72706,-91.63246460371931,-80.62887728635529,True,39,10,2.3206736317912267
2288,L,1587033476,1587378729,345252.569236,143.56323854418343,6.187542954780129,True,1,3,0.8183386837304107
2289,S,1587378729,1587491739,113010.753747,199.5073283406275,17.06322018959171,True,0,2,1.6052933177467088
2290,L,1587491739,1587577917,86177.238619,-0.8215019739618976,-0.0024924185550074,True,0,0,0.0557485648345582
2291,S,1587577917,1587849569,271652.746217,-29.8217525565275,-4.897656632797373,True,1,1,1.538137406489472
2292,L,1587849569,1587913838,64268.802155,4.077557912700333,0.3223733712213454,True,1,3,1.4432576488980633
2293,S,1587913838,1587926751,12912.813581,-121.030713565929,-6.439308038412237,True,4,0,0.9748933546697052
2294,L,1587926751,1588074792,148040.740762,54.94443691053683,8.606760476193257,True,5,5,1.4267141890660864
2295,S,1588074792,1588142361,67569.527132,-55.69033661829893,-2.8743038944798216,True,2,3,0.8579390682834365
2296,L,1588142361,1588165809,23447.76877,213.25495980525395,16.106012382438927,True,3,2,1.3478708670680783
2297,S,1588165809,1588249524,83714.495392,11.859996900204026,3.124745082050198,True,14,1,1.5979247304652069
2298,L,1588249524,1588274717,25193.705087,39.112754679670026,3.5920056496384167,True,5,0,1.661764896890806
2299,S,1588274717,1588286832,12114.450272,38.5970333971357,2.6250411303906915,True,2,0,1.2004438321247597
2300,L,1588286832,1588771356,484523.888078,127.5272204039612,43.02706509987432,True,6,10,1.6313817250748812
2301,S,1588771356,1588871131,99775.711684,-76.1187144475827,-13.27996121029493,True,6,2,1.3557594236364068
2302,L,1588871131,1589020428,149297.012596,-70.213471764374,-0.0006927410045454,True,0,0,0.0001795090229151
2303,S,1589020428,1589069963,49534.432214,614.9495577659594,25.46276610722614,True,2,0,0.3755117408599592
2304,L,1589069963,1589075291,5328.456686,157.91764330277255,7.441172860585036,True,1,0,0.7904739526289903
2305,S,1589075291,1589080462,5170.229772,136.34379748215497,0.0011397551070682,True,0,0,0.0001396171379512
2306,L,1589080462,1589097958,17496.727446,126.59710971916994,8.984271008881644,True,0,3,0.792077937341182
2307,S,1589097958,1589110959,13000.876381,86.1477201622517,5.858981708580259,True,1,2,0.3757558820018933
2308,L,1589110959,1589220254,109294.670746,-110.1250258402723,-17.42618408317525,True,2,6,1.4922568609666975
2309,S,1589220254,1589233467,13213.192705,-137.7430815428955,-9.989956718840007,True,0,4,1.334807887478024
2310,L,1589233467,1589414541,181073.625929,183.72713725727172,2.939850850417141,True,0,0,0.2917332517489167
2311,S,1589414541,1589875787,461246.243407,-119.70151733276458,-28.23104974739027,True,7,2,2.4944237133016096
2312,L,1589875787,1589903392,27605.129252,-44.110348149999815,-0.0002279099099999,True,0,0,0.0001044108934912
2313,S,1589903392,1591059582,1156189.536791,113.59666223180189,42.67401467497147,True,2,25,2.3218943542912527
2314,L,1591059582,1591109424,49842.48909,-774.7489144115385,-45.95498311549377,True,2,2,1.1039602782552085
2315,S,1591109424,1591878523,769099.455738,-33.793170928534394,-9.9093710474928,True,6,5,2.032557986922856
2316,L,1591878523,1591880073,1549.728504,-15.93611171048392,-0.0095517324037626,True,0,0,0.0124445449979663
2317,S,1591880073,1591893731,13658.132527,128.64654552090508,5.9723832665802,True,0,1,0.9642770958421524
2318,L,1591893731,1591894848,1116.244322,-227.22122098339528,-9.51522317741614,True,2,1,0.8656182759707559
2319,S,1591894848,1591894945,97.865973,-37.5357013621064,-0.2793225256220776,True,0,0,0.1545227703653288
2320,L,1591894945,1591895030,84.874807,31.89858897433908,0.182386610825664,True,0,0,0.118713667316308
2321,S,1591895030,1592238735,343704.931955,150.65984745134824,39.28959536077852,True,16,0,2.6137916481493906
