e,t,a,d,fav,tb,advn,fav_n,decn,rel,ret,net,dur,mk
2235,1582728755,R,S,157.2971,711994.99,10,13,19,0.16532,40.9519,40.905119,1749899.17,1.0
2235,1582728939,R,S,173.6109,712179.0,10,13,20,0.11532,40.9519,40.905119,1749899.17,1.0
2235,1582728957,R,S,174.6985,712197.4,10,13,21,0.98759,40.9519,40.905119,1749899.17,0.0
2235,1582735704,A,S,558.8254,718944.73,10,13,22,16042.78075,40.9519,40.905119,1749899.17,0.0
2235,1582784079,A,S,-154.5475,767319.45,10,14,22,0.00333,40.9519,40.905119,1749899.17,1.0
2235,1582786935,A,S,-142.2471,770174.85,11,14,22,0.0082,40.9519,40.905119,1749899.17,1.0
2235,1582789083,R,S,-62.2248,772322.81,12,14,22,0.00398,40.9519,40.905119,1749899.17,1.0
2235,1582807261,R,S,-102.4278,790501.21,12,14,23,0.06645,40.9519,40.905119,1749899.17,1.0
2235,1582809474,A,S,-125.4009,792714.7,12,14,24,0.02732,40.9519,40.905119,1749899.17,1.0
2235,1582810806,A,S,-94.5946,794046.39,13,14,24,0.19998,40.9519,40.905119,1749899.17,1.0
2235,1582812766,A,S,-90.8426,796006.34,14,14,24,0.00045,40.9519,40.905119,1749899.17,1.0
2235,1582833193,A,S,-178.9819,816433.13,15,14,24,0.14285,40.9519,40.905119,1749899.17,0.0
2235,1582839198,R,S,-49.4471,822437.75,16,14,24,0.06855,40.9519,40.905119,1749899.17,1.0
2235,1582839198,R,S,-43.7469,822438.42,16,14,25,0.05606,40.9519,40.905119,1749899.17,1.0
2235,1582841066,R,S,75.9573,824306.51,16,14,26,0.06671,40.9519,40.905119,1749899.17,1.0
2235,1582841652,R,S,93.0579,824891.75,16,14,27,0.00108,40.9519,40.905119,1749899.17,1.0
2235,1582841942,A,S,64.5569,825182.58,16,14,28,0.00154,40.9519,40.905119,1749899.17,1.0
2235,1582842158,R,S,95.8479,825398.3,16,15,28,0.01063,40.9519,40.905119,1749899.17,1.0
2235,1582842938,A,S,42.2503,826178.23,16,15,29,0.01647,40.9519,40.905119,1749899.17,1.0
2235,1582843005,A,S,18.9638,826244.94,16,16,29,0.00106,40.9519,40.905119,1749899.17,1.0
2235,1582843038,A,S,-22.9238,826278.69,16,17,29,0.16297,40.9519,40.905119,1749899.17,0.0
2235,1582849174,A,S,-73.1284,832414.17,17,17,29,0.001,40.9519,40.905119,1749899.17,1.0
2235,1582881632,R,S,66.1218,864872.17,18,17,29,0.0114,40.9519,40.905119,1749899.17,1.0
2235,1582883730,R,S,197.2057,866970.5,18,17,30,0.00215,40.9519,40.905119,1749899.17,1.0
2235,1582892546,R,S,351.0868,875786.41,18,17,31,0.15365,40.9519,40.905119,1749899.17,0.2317
2235,1582892573,R,S,374.3097,875813.34,18,17,32,0.24996,40.9519,40.905119,1749899.17,0.0
2235,1582892592,R,S,369.1166,875832.44,18,17,33,0.06766,40.9519,40.905119,1749899.17,0.0
2235,1582892630,R,S,360.2187,875870.02,18,17,34,0.28488,40.9519,40.905119,1749899.17,0.0
2235,1582892776,R,S,339.6882,876016.13,18,17,35,0.05904,40.9519,40.905119,1749899.17,1.0
2235,1582892787,R,S,353.9103,876027.73,18,17,36,0.99942,40.9519,40.905119,1749899.17,0.0
2235,1582938100,A,S,31.926,921340.71,18,17,37,4.58238,40.9519,40.905119,1749899.17,1.0
2235,1582938114,A,S,0.0186,921353.75,18,18,37,0.00561,40.9519,40.905119,1749899.17,1.0
2235,1582942339,A,S,45.7535,925578.76,18,18,37,0.00242,40.9519,40.905119,1749899.17,1.0
2235,1582951980,A,S,-28.9433,935219.85,18,19,37,0.00448,40.9519,40.905119,1749899.17,1.0
2235,1582972975,R,S,38.9149,956214.85,19,19,37,0.33327,40.9519,40.905119,1749899.17,0.0
2235,1582980401,A,S,64.783,963641.07,19,19,38,0.00265,40.9519,40.905119,1749899.17,1.0
2235,1583045685,A,S,189.9368,1028925.06,19,20,38,0.33327,40.9519,40.905119,1749899.17,0.0
2235,1583045723,A,S,143.9841,1028963.52,19,21,38,0.24996,40.9519,40.905119,1749899.17,0.0
2235,1583051234,R,S,78.9496,1034474.12,19,22,38,0.16156,40.9519,40.905119,1749899.17,0.596
2235,1583052899,A,S,139.0793,1036139.15,19,22,39,0.00199,40.9519,40.905119,1749899.17,1.0
2235,1583053075,A,S,149.9938,1036315.47,19,23,39,0.00475,40.9519,40.905119,1749899.17,1.0
2235,1583053127,A,S,114.0312,1036367.51,19,24,39,0.03126,40.9519,40.905119,1749899.17,1.0
2235,1583054274,R,S,23.3661,1037514.23,19,25,39,0.11211,40.9519,40.905119,1749899.17,0.4394
2235,1583054303,R,S,19.7324,1037543.73,19,25,40,0.01169,40.9519,40.905119,1749899.17,1.0
2235,1583054441,R,S,13.9198,1037681.3,19,25,41,0.08141,40.9519,40.905119,1749899.17,1.0
2235,1583076387,A,S,17.4073,1059627.47,19,25,42,0.02432,40.9519,40.905119,1749899.17,1.0
2235,1583080549,R,S,167.7758,1063789.27,19,26,42,0.33327,40.9519,40.905119,1749899.17,0.0
2235,1583081893,R,S,124.4366,1065133.45,19,26,43,0.49985,40.9519,40.905119,1749899.17,0.0
2235,1583081937,A,S,79.5219,1065177.48,19,26,44,0.32935,40.9519,40.905119,1749899.17,0.6705
2235,1583102490,A,S,4.6113,1085730.51,19,27,44,0.05443,40.9519,40.905119,1749899.17,1.0
2235,1583108308,A,S,20.5976,1091548.32,19,28,44,2e-05,40.9519,40.905119,1749899.17,1.0
2235,1583108363,A,S,23.4937,1091603.29,19,29,44,0.00061,40.9519,40.905119,1749899.17,1.0
2235,1583148409,R,S,-189.8367,1131649.18,19,30,44,0.24996,40.9519,40.905119,1749899.17,0.0
2235,1583302019,A,S,-326.1074,1285259.38,19,30,45,0.33327,40.9519,40.905119,1749899.17,0.0
2235,1583334286,R,S,-83.305,1317525.9,20,30,45,0.07988,40.9519,40.905119,1749899.17,1.0
2235,1583377700,A,S,-357.8735,1360940.4,20,30,46,0.33327,40.9519,40.905119,1749899.17,0.0
2235,1583407296,R,S,-462.4047,1390536.09,21,30,46,0.07106,40.9519,40.905119,1749899.17,1.0
2235,1583407349,R,S,-458.3809,1390589.33,21,30,47,0.00291,40.9519,40.905119,1749899.17,1.0
2235,1583407593,R,S,-456.0816,1390833.71,21,30,48,0.48881,40.9519,40.905119,1749899.17,1.0
2235,1583407943,R,S,-456.0816,1391183.06,21,30,49,0.03557,40.9519,40.905119,1749899.17,1.0
2235,1583420118,A,S,-408.371,1403358.26,21,30,50,68.33753,40.9519,40.905119,1749899.17,1.0
2235,1583420297,A,S,4.0537,1403537.04,22,30,50,0.32852,40.9519,40.905119,1749899.17,1.0
2235,1583420653,A,S,0.3082,1403893.59,22,31,50,0.04365,40.9519,40.905119,1749899.17,1.0
2235,1583420966,A,S,2.4977,1404206.31,22,31,50,0.00207,40.9519,40.905119,1749899.17,1.0
2235,1583421044,A,S,-7.5027,1404283.95,22,32,50,0.03562,40.9519,40.905119,1749899.17,1.0
2235,1583421248,A,S,-7.2126,1404488.58,23,32,50,0.00616,40.9519,40.905119,1749899.17,1.0
2235,1583503659,R,S,-38.006,1486899.28,24,32,50,0.24996,40.9519,40.905119,1749899.17,1.0
2235,1583503668,R,S,-36.3486,1486908.23,24,32,51,0.01407,40.9519,40.905119,1749899.17,1.0
2235,1583503727,R,S,-34.1387,1486967.3,24,32,52,0.00029,40.9519,40.905119,1749899.17,1.0
2235,1583503901,A,S,-29.1663,1487141.02,24,32,53,0.01573,40.9519,40.905119,1749899.17,1.0
2235,1583673892,R,S,453.1618,1657132.57,25,32,53,0.25117,40.9519,40.905119,1749899.17,1.0
2235,1583673982,R,S,447.6402,1657222.53,25,32,54,0.99942,40.9519,40.905119,1749899.17,1.0
2235,1583685032,A,S,905.9326,1668272.25,25,32,55,100.79977,40.9519,40.905119,1749899.17,1.0
2235,1583685267,R,S,36.6928,1668507.63,25,33,55,0.00226,40.9519,40.905119,1749899.17,1.0
2235,1583685712,A,S,-17.9506,1668951.76,25,33,56,4.9016,40.9519,40.905119,1749899.17,1.0
2235,1583686138,R,S,-18.1871,1669378.37,26,33,56,0.0196,40.9519,40.905119,1749899.17,1.0
2235,1583686954,R,S,-12.1264,1670194.15,26,33,57,0.00337,40.9519,40.905119,1749899.17,1.0
2235,1583687174,R,S,-18.1871,1670413.91,26,33,58,0.11335,40.9519,40.905119,1749899.17,1.0
2235,1583687915,A,S,-78.7931,1671155.42,26,33,59,623.58581,40.9519,40.905119,1749899.17,1.0
2235,1583688118,A,S,-18.0627,1671357.93,27,33,59,0.00112,40.9519,40.905119,1749899.17,1.0
2235,1583689119,A,S,-11.442,1672359.71,28,33,59,0.00033,40.9519,40.905119,1749899.17,1.0
2235,1583691654,R,S,56.9043,1674894.3,29,33,59,0.00066,40.9519,40.905119,1749899.17,1.0
2235,1583703939,R,S,104.9676,1687178.85,29,33,60,0.00084,40.9519,40.905119,1749899.17,1.0
2235,1583704076,R,S,98.9597,1687316.55,29,33,61,0.00094,40.9519,40.905119,1749899.17,1.0
2235,1583704099,R,S,98.9597,1687339.32,29,33,62,0.00612,40.9519,40.905119,1749899.17,1.0
2235,1583766659,FX,S,675.1186,1749899.17,29,33,63,1.0,40.9519,40.905119,1749899.17,0.0
2236,1583766659,FE,L,,0.0,0,0,0,,103.0552,7.975953,19526.68,0.0
2236,1583766677,A,L,-16.9181,17.77,0,0,0,11904.7619,103.0552,7.975953,19526.68,0.0
2236,1583766694,A,L,3.3924,35.0,1,0,0,0.00817,103.0552,7.975953,19526.68,1.0
2236,1583770858,R,L,46.8652,4199.39,1,1,0,0.01669,103.0552,7.975953,19526.68,1.0
2236,1583771796,R,L,124.2977,5136.79,1,1,1,0.03614,103.0552,7.975953,19526.68,1.0
2236,1583773264,A,L,4.0093,6605.44,1,1,2,7233.89683,103.0552,7.975953,19526.68,0.3924
2236,1583773328,A,L,10.5886,6669.35,1,2,2,0.00226,103.0552,7.975953,19526.68,1.0
2236,1583783134,R,L,94.7288,16475.15,1,3,2,0.02833,103.0552,7.975953,19526.68,1.0
2236,1583783432,R,L,146.2983,16773.36,1,3,3,0.99992,103.0552,7.975953,19526.68,1.0
2236,1583786186,FX,L,158.546,19526.68,1,3,4,1.0,103.0552,7.975953,19526.68,0.0
2237,1583786186,FE,S,,0.0,0,0,0,,119.7699,18.71004,167336.21,0.0
2237,1583821500,A,S,-76.7815,35314.14,0,0,0,0.71739,119.7699,18.71004,167336.21,1.0
2237,1583836499,A,S,-69.3145,50313.44,1,0,0,0.021,119.7699,18.71004,167336.21,1.0
2237,1583838644,R,S,-147.628,52457.9,2,0,0,0.49985,119.7699,18.71004,167336.21,1.0
2237,1583838670,R,S,-135.0768,52484.86,2,0,1,0.99942,119.7699,18.71004,167336.21,1.0
2237,1583845011,A,S,-211.0114,58825.38,2,0,2,4.33982,119.7699,18.71004,167336.21,1.0
2237,1583845121,A,S,-10.571,58935.0,3,0,2,0.01134,119.7699,18.71004,167336.21,1.0
2237,1583845171,A,S,-5.9037,58985.0,4,0,2,0.05426,119.7699,18.71004,167336.21,1.0
2237,1583847843,R,S,102.8054,61657.08,5,0,2,0.03315,119.7699,18.71004,167336.21,1.0
2237,1583847940,A,S,121.2359,61754.13,5,0,3,0.20119,119.7699,18.71004,167336.21,1.0
2237,1583854283,R,S,197.7411,68097.74,5,1,3,0.26522,119.7699,18.71004,167336.21,0.4694
2237,1583854302,R,S,193.2716,68115.93,5,1,4,0.49099,119.7699,18.71004,167336.21,1.0
2237,1583860857,A,S,273.3014,74671.05,5,1,5,19.09268,119.7699,18.71004,167336.21,1.0
2237,1583860966,A,S,0.1592,74780.11,5,2,5,0.09964,119.7699,18.71004,167336.21,1.0
2237,1583874266,A,S,-126.5017,88080.32,5,2,5,0.02232,119.7699,18.71004,167336.21,1.0
2237,1583874777,A,S,-103.2508,88591.15,6,2,5,0.02633,119.7699,18.71004,167336.21,1.0
2237,1583884903,R,S,112.4122,98717.7,7,2,5,0.22182,119.7699,18.71004,167336.21,0.1126
2237,1583885937,R,S,54.577,99751.66,7,2,6,0.33327,119.7699,18.71004,167336.21,1.0
2237,1583946368,R,S,312.3282,160182.52,7,2,7,0.0072,119.7699,18.71004,167336.21,1.0
2237,1583946610,R,S,318.6148,160424.68,7,2,8,0.17602,119.7699,18.71004,167336.21,1.0
2237,1583953522,FX,S,224.3156,167336.21,7,2,9,1.0,119.7699,18.71004,167336.21,0.0
2238,1583953522,FE,L,,0.0,0,0,0,,14.9697,0.61511,56570.43,0.0
2238,1583953674,A,L,-6.4309,151.76,0,0,0,12.94444,14.9697,0.61511,56570.43,1.0
2238,1583953778,A,L,-6.4355,256.3,1,0,0,0.02771,14.9697,0.61511,56570.43,1.0
2238,1583955823,R,L,80.5704,2300.89,2,0,0,0.06749,14.9697,0.61511,56570.43,1.0
2238,1583962551,A,L,77.9962,9028.9,2,0,1,0.11632,14.9697,0.61511,56570.43,1.0
2238,1583963569,A,L,52.3047,10047.65,2,1,1,0.27022,14.9697,0.61511,56570.43,1.0
