quarter,trades,symbols,wr,pf,avg_r,sum_r
2025Q4,1213.0,384.0,0.3231657048639736,0.8904785767051586,-0.06964754734482494,-84.48247492927266
2026Q1,2148.0,510.0,0.47718808193668527,1.9843870206901024,0.4945114382646969,1062.210569392569
2026Q2,1847.0,466.0,0.45641580942068216,1.1321618729073324,0.07059978913975601,130.39781054112936
2026Q3,1167.0,347.0,0.3033419023136247,0.5458732217213811,-0.3140167020492964,-366.45749129152887
