crowd_bin,trades,symbols,wr,pf,avg_r,sum_r
1,369.0,220.0,0.4092140921409214,0.9743054394520747,-0.015685277827308657,-5.787867518276894
2-3,588.0,319.0,0.4200680272108844,0.8665838116788447,-0.08557955542315224,-50.32077858881352
4-5,471.0,298.0,0.3991507430997877,1.121493082768268,0.07584366891398947,35.72236805848904
6-10,673.0,369.0,0.3209509658246657,0.6429188968438727,-0.22613193108909854,-152.18678962296332
11-20,671.0,347.0,0.3710879284649776,1.0136552774791352,0.008130876838049077,5.45581835833093
21-50,837.0,415.0,0.3070489844683393,0.6747481818824465,-0.21044395766806073,-176.14159256816683
51+,2766.0,539.0,0.47216196673897326,1.786012838108815,0.3922368964549159,1084.9272555942973
