month,trades,symbols,wr,pf,avg_r,sum_r
2025-12,1213.0,384.0,0.3231657048639736,0.8904785767051586,-0.06964754734482494,-84.48247492927266
2026-01,821.0,387.0,0.5481120584652862,2.7373766935275663,0.7525339024548977,617.830333915471
2026-02,745.0,430.0,0.4791946308724832,2.3857378167091357,0.6946495988975446,517.5139511786707
2026-03,582.0,228.0,0.3745704467353952,0.7910402593996009,-0.1256593053291625,-73.13371570157258
2026-04,251.0,131.0,0.3147410358565737,0.4070141953749671,-0.5352717727121445,-134.35321495074828
2026-05,386.0,184.0,0.36787564766839376,0.8233078507790613,-0.10022194475408168,-38.68567067507553
2026-06,1210.0,408.0,0.5140495867768595,1.560738481673997,0.2507741290635977,303.4366961669532
2026-07,710.0,275.0,0.32253521126760565,0.6576701851503187,-0.2159629013625201,-153.33365996738928
2026-08,457.0,196.0,0.2735229759299781,0.40640259041635085,-0.4663541166830189,-213.12383132413964
