full_start,full_end,cutoff_60pct,oos_start,oos_end,full_trades,oos_trades
2021-11-16 12:00:00+00:00,2026-08-31 16:00:00+00:00,2025-12-07 12:00:00+00:00,2025-12-07 16:00:00+00:00,2026-08-31 16:00:00+00:00,15940,6375
