year,trades,symbols,wr,pf,avg_r,sum_r
2025,1213.0,384.0,0.3231657048639736,0.8904785767051586,-0.06964754734482494,-84.48247492927266
2026,5162.0,623.0,0.4304533126695079,1.2875909158585632,0.16004472852424823,826.1508886421693
