timestamp_ms,datetime_utc,open,high,low,close,base_volume,quote_volume
1622505600000,2021-06-01T00:00:00+00:00,2706.51,2739.79,2692.96,2731.83,1295,3524401.227
1622506500000,2021-06-01T00:15:00+00:00,2731.54,2731.54,2710.63,2729.86,920,2504133.341
1622507400000,2021-06-01T00:30:00+00:00,2730.15,2733.12,2710.46,2725.12,1227.2,3341694.962
1622508300000,2021-06-01T00:45:00+00:00,2725.28,2740.37,2720.79,2730.16,1193.8,3255833.397
1622509200000,2021-06-01T01:00:00+00:00,2730.84,2730.84,2705.55,2711.8,1236.4,3362300.293
1622510100000,2021-06-01T01:15:00+00:00,2712.45,2718.95,2670.63,2680.96,1135.3,3059026.599
1622511000000,2021-06-01T01:30:00+00:00,2675.96,2686.93,2663.81,2679.92,1013.8,2713272.505
1622511900000,2021-06-01T01:45:00+00:00,2678.26,2685.01,2657.85,2662.26,1252.9,3354351.256
1622512800000,2021-06-01T02:00:00+00:00,2667.2,2675.83,2628.93,2636.91,1233.3,3271983.371
1622513700000,2021-06-01T02:15:00+00:00,2635.49,2638.54,2615.9,2625.57,863.1,2268074.667
1622514600000,2021-06-01T02:30:00+00:00,2623.99,2648.64,2622.36,2638.38,1135.2,2995943.999
1622515500000,2021-06-01T02:45:00+00:00,2638.78,2644.81,2631.41,2644.42,1019,2688214.008
1622516400000,2021-06-01T03:00:00+00:00,2644.24,2665.24,2633.74,2661.82,1199.8,3178059.005
1622517300000,2021-06-01T03:15:00+00:00,2663.55,2677.84,2657.79,2657.79,1202.4,3207895.998
1622518200000,2021-06-01T03:30:00+00:00,2657.61,2657.61,2626.05,2633.96,1344.9,3547995.877
1622519100000,2021-06-01T03:45:00+00:00,2633.86,2642.06,2614.64,2629.91,1173.6,3086440.402
1622520000000,2021-06-01T04:00:00+00:00,2628.9,2642.51,2615.78,2634.97,1447.1,3810140.505
1622520900000,2021-06-01T04:15:00+00:00,2632.34,2655.7,2626.68,2655.34,1269.2,3348869.571
1622521800000,2021-06-01T04:30:00+00:00,2655.14,2659.45,2644.28,2656.53,1309.2,3472770.907
1622522700000,2021-06-01T04:45:00+00:00,2655.35,2655.6,2636.89,2636.96,1354,3583763.448
1622523600000,2021-06-01T05:00:00+00:00,2635.18,2657.38,2635.05,2655.87,1281.3,3398022.964
1622524500000,2021-06-01T05:15:00+00:00,2656.3,2681.74,2649.58,2667.38,1289.3,3440617.62
1622525400000,2021-06-01T05:30:00+00:00,2666.39,2694.87,2664.43,2690.31,1309.4,3514512.334
1622526300000,2021-06-01T05:45:00+00:00,2692.81,2715.3,2692.55,2702.97,1149.6,3110708.774
1622527200000,2021-06-01T06:00:00+00:00,2699.4,2703.06,2685.61,2694.9,1436.5,3868535.988
1622528100000,2021-06-01T06:15:00+00:00,2695.79,2695.85,2660.05,2669.65,1425.1,3811030.461
1622529000000,2021-06-01T06:30:00+00:00,2666.68,2666.68,2639.81,2649.79,1383.1,3663418.785
1622529900000,2021-06-01T06:45:00+00:00,2647.4,2661.7,2640.08,2657.43,1252.1,3320396.353
1622530800000,2021-06-01T07:00:00+00:00,2657.2,2678.65,2648.76,2656.94,1372,3651528.355
1622531700000,2021-06-01T07:15:00+00:00,2655.45,2656.12,2638.11,2638.87,1153.5,3055081.657
1622532600000,2021-06-01T07:30:00+00:00,2637.64,2653.73,2632.32,2642.47,1192.4,3150382.451
1622533500000,2021-06-01T07:45:00+00:00,2641.47,2654.64,2640.85,2652.39,1361.9,3609099.723
1622534400000,2021-06-01T08:00:00+00:00,2652.41,2672.41,2591.36,2591.36,1434.3,3788360.611
1622535300000,2021-06-01T08:15:00+00:00,2589.05,2603.14,2576.98,2581.85,1240.4,3212918.944
1622536200000,2021-06-01T08:30:00+00:00,2585.75,2587.44,2558.01,2566.04,1194.2,3074529.646
1622537100000,2021-06-01T08:45:00+00:00,2564.35,2580.91,2551.12,2574.8,1073.7,2758940.917
1622538000000,2021-06-01T09:00:00+00:00,2573.63,2596.73,2570.94,2582.29,1227.9,3178779.053
1622538900000,2021-06-01T09:15:00+00:00,2583.52,2589,2554.42,2555.59,1287.2,3312715.076
1622539800000,2021-06-01T09:30:00+00:00,2558.8,2575.54,2546.93,2570.3,1258.5,3227043.814
1622540700000,2021-06-01T09:45:00+00:00,2572.51,2585.54,2561.13,2575.51,1242.3,3198974.077
1622541600000,2021-06-01T10:00:00+00:00,2575.51,2575.51,2575.51,2575.51,0,0
1622542500000,2021-06-01T10:15:00+00:00,2575.51,2575.51,2575.51,2575.51,0,0
1622543400000,2021-06-01T10:30:00+00:00,2575.51,2575.51,2575.51,2575.51,0,0
1622544300000,2021-06-01T10:45:00+00:00,2575.51,2575.51,2575.51,2575.51,0,0
1622545200000,2021-06-01T11:00:00+00:00,2597.23,2604.28,2594.49,2600.28,566.4,1471725.477
1622546100000,2021-06-01T11:15:00+00:00,2599.27,2628.68,2599.19,2617.57,1246.6,3262483.209
1622547000000,2021-06-01T11:30:00+00:00,2618.8,2636.26,2618.8,2625.33,1316.4,3458085.755
1622547900000,2021-06-01T11:45:00+00:00,2625.76,2626.05,2617.79,2623.86,1661.8,4357411.396
1622548800000,2021-06-01T12:00:00+00:00,2623.14,2623.14,2568.9,2574.22,1189.5,3088415.296
1622549700000,2021-06-01T12:15:00+00:00,2572.68,2590.75,2568.68,2575.5,1085.1,2800957.991
1622550600000,2021-06-01T12:30:00+00:00,2576.73,2591.19,2576.33,2581.27,1325.2,3424314.481
1622551500000,2021-06-01T12:45:00+00:00,2581.57,2583.43,2554.07,2556.63,1591.7,4090312.96
1622552400000,2021-06-01T13:00:00+00:00,2556.5,2563.61,2528.76,2538.74,1032.4,2624130.616
1622553300000,2021-06-01T13:15:00+00:00,2538.65,2600.93,2532.11,2598.85,1678.7,4302940.008
1622554200000,2021-06-01T13:30:00+00:00,2600.95,2664.81,2600.04,2655.38,1473.9,3870160.457
1622555100000,2021-06-01T13:45:00+00:00,2652.55,2655.14,2623,2632.85,1124.7,2960348.092
1622556000000,2021-06-01T14:00:00+00:00,2634.22,2643.99,2618.99,2619.88,959.6,2526003.356
1622556900000,2021-06-01T14:15:00+00:00,2611.94,2618.88,2598.84,2616.72,1201.5,3134121.015
1622557800000,2021-06-01T14:30:00+00:00,2616.95,2625.97,2605.24,2616.92,1724.7,4517210.962
1622558700000,2021-06-01T14:45:00+00:00,2615.58,2621.49,2575.64,2590.01,1523.5,3952604.569
1622559600000,2021-06-01T15:00:00+00:00,2590.21,2590.21,2556,2564.47,988.9,2542168.602
1622560500000,2021-06-01T15:15:00+00:00,2565.94,2577.76,2558.03,2574.79,1196,3075741.203
1622561400000,2021-06-01T15:30:00+00:00,2572.67,2577.4,2550.15,2571.01,1103.6,2831446.086
1622562300000,2021-06-01T15:45:00+00:00,2571.52,2572.4,2556.4,2566.38,1248.9,3202315.913
1622563200000,2021-06-01T16:00:00+00:00,2567.13,2579.8,2547.64,2561.18,1366.3,3496638.754
1622564100000,2021-06-01T16:15:00+00:00,2561.34,2577.64,2556.61,2568.5,1262,3241368.215
1622565000000,2021-06-01T16:30:00+00:00,2566.03,2581.18,2563.02,2572.03,1237.8,3182908.523
1622565900000,2021-06-01T16:45:00+00:00,2571.73,2571.73,2532.17,2543.92,1284.3,3272328.815
1622566800000,2021-06-01T17:00:00+00:00,2534.82,2550.54,2530.32,2533.76,1369.3,3481010.351
1622567700000,2021-06-01T17:15:00+00:00,2532.69,2545.42,2529.4,2534.17,1515.3,3847291.056
1622568600000,2021-06-01T17:30:00+00:00,2534.8,2563.19,2530.59,2552.26,1328.2,3382737.474
1622569500000,2021-06-01T17:45:00+00:00,2552.43,2560.85,2546.76,2556.73,1520.5,3883454.83
1622570400000,2021-06-01T18:00:00+00:00,2557.63,2568.59,2555.07,2566.46,1506.4,3862837.956
1622571300000,2021-06-01T18:15:00+00:00,2566.28,2573.15,2561.93,2566.47,1675.1,4301900.932
1622572200000,2021-06-01T18:30:00+00:00,2566.34,2582.82,2556.21,2579.76,1447.5,3717368.888
1622573100000,2021-06-01T18:45:00+00:00,2579.64,2581.46,2572.79,2575.93,1462.8,3770480.746
1622574000000,2021-06-01T19:00:00+00:00,2576.01,2576.17,2551.22,2558.27,1321.6,3383683.04
1622574900000,2021-06-01T19:15:00+00:00,2557.64,2563.19,2550.78,2555.83,1588.1,4062453.511
1622575800000,2021-06-01T19:30:00+00:00,2555.62,2555.62,2533,2536.14,1520.9,3871524.666
1622576700000,2021-06-01T19:45:00+00:00,2536.29,2543.76,2527.44,2541.52,1599.9,4060429.261
1622577600000,2021-06-01T20:00:00+00:00,2542.69,2557.99,2535.76,2555.98,1650.1,4206879.494
1622578500000,2021-06-01T20:15:00+00:00,2556.08,2566.72,2550.37,2561.24,1321.7,3382580.712
1622579400000,2021-06-01T20:30:00+00:00,2562.66,2579.79,2559.47,2570.25,1603.1,4116677.8
1622580300000,2021-06-01T20:45:00+00:00,2570.54,2578.83,2559.15,2577.49,1785,4579429.188
1622581200000,2021-06-01T21:00:00+00:00,2578.12,2578.84,2567.03,2574.63,1649.4,4244326.26
1622582100000,2021-06-01T21:15:00+00:00,2574.99,2592.74,2571.19,2586.35,1676.8,4326678.681
1622583000000,2021-06-01T21:30:00+00:00,2586.42,2588.52,2559.74,2566.05,1836.2,4737072.933
1622583900000,2021-06-01T21:45:00+00:00,2563.77,2600.54,2563.77,2600.01,1899.6,4914878.579
1622584800000,2021-06-01T22:00:00+00:00,2596.58,2611.02,2588.24,2603.19,1414.7,3676437.09
1622585700000,2021-06-01T22:15:00+00:00,2603.34,2615.71,2588.66,2590.22,1553.9,4036708.451
1622586600000,2021-06-01T22:30:00+00:00,2589.53,2596.28,2583.15,2590.88,1431.8,3707370.226
1622587500000,2021-06-01T22:45:00+00:00,2591.63,2594.1,2574.19,2585.83,1652.2,4265902.405
1622588400000,2021-06-01T23:00:00+00:00,2585.95,2600.68,2585.95,2594.84,1368.6,3552917.676
1622589300000,2021-06-01T23:15:00+00:00,2593.88,2629.45,2591.08,2622.07,1494.4,3893766.446
1622590200000,2021-06-01T23:30:00+00:00,2622.48,2650.5,2619.24,2646.18,1502,3956422.285
1622591100000,2021-06-01T23:45:00+00:00,2644.66,2645.35,2623.54,2635.36,1441.7,3796669.518
1622592000000,2021-06-02T00:00:00+00:00,2635.29,2651.36,2617.72,2625.15,1468.2,3860832.962
1622592900000,2021-06-02T00:15:00+00:00,2625.26,2625.26,2589.77,2596.69,1391.1,3628200.626
1622593800000,2021-06-02T00:30:00+00:00,2597.3,2613.3,2589.02,2613.3,1190.7,3100027.68
1622594700000,2021-06-02T00:45:00+00:00,2611.91,2620.42,2582.78,2585.49,1307.9,3409300.832
1622595600000,2021-06-02T01:00:00+00:00,2588.07,2599.75,2551.65,2560.89,1205,3104530.488
1622596500000,2021-06-02T01:15:00+00:00,2561.25,2572.21,2558.28,2563.7,1298.6,3332425.844
