timestamp_ms,datetime_utc,open,high,low,close,base_volume,quote_volume
1772323200000,2026-03-01T00:00:00+00:00,1963.34,1968.35,1958.4,1961.21,5896.9,11578218.2377
1772324100000,2026-03-01T00:15:00+00:00,1961.21,1963.77,1956.51,1957.5,3144.12,6162057.4447
1772325000000,2026-03-01T00:30:00+00:00,1957.5,1960.49,1953.42,1955.2,5497.21,10752819.8292
1772325900000,2026-03-01T00:45:00+00:00,1955.2,1963.99,1954.66,1961.53,3557.27,6971574.2021
1772326800000,2026-03-01T01:00:00+00:00,1961.53,1961.73,1945,1947.89,17369.89,33867120.7606
1772327700000,2026-03-01T01:15:00+00:00,1947.89,1957.4,1942.27,1952.63,10951.97,21352753.8486
1772328600000,2026-03-01T01:30:00+00:00,1952.63,1973.73,1951,1966.08,18654.61,36660633.0263
1772329500000,2026-03-01T01:45:00+00:00,1966.08,2022.37,1966,2011.46,84683.35,169239069.7994
1772330400000,2026-03-01T02:00:00+00:00,2011.46,2052.36,2007.69,2045.83,95967.93,195407626.1059
1772331300000,2026-03-01T02:15:00+00:00,2045.83,2054,2026.4,2031.44,37361.63,76083928.3989
1772332200000,2026-03-01T02:30:00+00:00,2031.44,2044.4,2026.34,2042.17,17846.83,36350021.0333
1772333100000,2026-03-01T02:45:00+00:00,2042.17,2047.66,2030.32,2031.73,15978.2,32541983.4558
1772334000000,2026-03-01T03:00:00+00:00,2031.73,2038.38,2031.68,2033.88,7490.02,15241991.4689
1772334900000,2026-03-01T03:15:00+00:00,2033.88,2035.29,2024.16,2033.09,9616.99,19515061.8618
1772335800000,2026-03-01T03:30:00+00:00,2033.09,2033.89,2028.25,2031.92,4102.69,8332677.089
1772336700000,2026-03-01T03:45:00+00:00,2031.92,2033.64,2015.4,2022,17224.22,34833721.946
1772337600000,2026-03-01T04:00:00+00:00,2022,2029.53,2010.02,2012.44,18021.71,36384209.7152
1772338500000,2026-03-01T04:15:00+00:00,2012.44,2015,1998.19,2011.08,39580.81,79349343.482
1772339400000,2026-03-01T04:30:00+00:00,2011.08,2019.26,2009,2014.42,15834.65,31895811.0231
1772340300000,2026-03-01T04:45:00+00:00,2014.42,2017.53,2012.91,2014.79,4192.38,8448375.1999
1772341200000,2026-03-01T05:00:00+00:00,2014.79,2018.32,2008.58,2012.4,7897.39,15904883.2942
1772342100000,2026-03-01T05:15:00+00:00,2012.4,2022.33,2012.24,2018.96,8484.5,17127783.371
1772343000000,2026-03-01T05:30:00+00:00,2018.96,2020.44,2013.54,2013.81,4782.4,9649347.3836
1772343900000,2026-03-01T05:45:00+00:00,2013.81,2014.46,2008.54,2010.23,7640.82,15368337.8381
1772344800000,2026-03-01T06:00:00+00:00,2010.23,2011.86,1992.39,2002.55,25021.91,50055405.9469
1772345700000,2026-03-01T06:15:00+00:00,2002.55,2005.75,1998,1999.75,8461.31,16934815.9384
1772346600000,2026-03-01T06:30:00+00:00,1999.75,2001.59,1988.41,1993.82,25231,50293728.9273
1772347500000,2026-03-01T06:45:00+00:00,1993.82,1999.9,1988.36,1997.5,12576.45,25083289.0134
1772348400000,2026-03-01T07:00:00+00:00,1997.5,2004,1992.06,2002.12,9673.09,19345411.0531
1772349300000,2026-03-01T07:15:00+00:00,2002.12,2004.7,1996.52,1998.95,3804.54,7611856.5561
1772350200000,2026-03-01T07:30:00+00:00,1998.95,2009.14,1995.74,2004.42,12902.42,25866376.2838
1772351100000,2026-03-01T07:45:00+00:00,2004.42,2006.89,2003.08,2006.33,3195.43,6407654.4276
1772352000000,2026-03-01T08:00:00+00:00,2006.33,2009.54,1997.6,2008.37,7643.89,15319437.4732
1772352900000,2026-03-01T08:15:00+00:00,2008.37,2008.37,2002.79,2006.41,4933.47,9895710.9584
1772353800000,2026-03-01T08:30:00+00:00,2006.41,2006.67,2000.47,2000.87,4101.95,8217225.1815
1772354700000,2026-03-01T08:45:00+00:00,2000.87,2001.6,1980,1985.16,37660.94,74856053.9901
1772355600000,2026-03-01T09:00:00+00:00,1985.16,1989.36,1973.75,1987.77,19509.77,38691245.787
1772356500000,2026-03-01T09:15:00+00:00,1987.77,1995,1986.3,1990.16,10399.32,20709227.6311
1772357400000,2026-03-01T09:30:00+00:00,1990.16,1991.15,1976.44,1979.03,23236.78,46073456.8845
1772358300000,2026-03-01T09:45:00+00:00,1979.03,1981.75,1975.7,1979.91,8108.36,16044179.0515
1772359200000,2026-03-01T10:00:00+00:00,1979.91,1984.15,1971.26,1982.54,18020.04,35625010.4926
1772360100000,2026-03-01T10:15:00+00:00,1982.54,1984.84,1977.34,1983.99,5872.88,11633462.019
1772361000000,2026-03-01T10:30:00+00:00,1983.99,1992.23,1979.24,1980.49,10496.83,20848343.3104
1772361900000,2026-03-01T10:45:00+00:00,1980.49,1984.62,1978.21,1983.87,3599.14,7133360.9318
1772362800000,2026-03-01T11:00:00+00:00,1983.87,1988.12,1983.72,1984.67,3117.68,6190009.6109
1772363700000,2026-03-01T11:15:00+00:00,1984.67,1988.63,1984.67,1986.73,2521.19,5009147.9353
1772364600000,2026-03-01T11:30:00+00:00,1986.73,1987.86,1981.02,1982.37,3207.91,6365705.1593
1772365500000,2026-03-01T11:45:00+00:00,1982.37,1984.99,1981.07,1982.38,2953.38,5856339.7409
1772366400000,2026-03-01T12:00:00+00:00,1982.38,1987.36,1980.32,1984.12,3934.07,7805066.7475
1772367300000,2026-03-01T12:15:00+00:00,1984.12,1986.59,1978.57,1979.91,6699.11,13275801.8198
1772368200000,2026-03-01T12:30:00+00:00,1979.91,1985.3,1975.2,1983.27,9678.2,19161149.5605
1772369100000,2026-03-01T12:45:00+00:00,1983.27,1983.27,1975.32,1977.2,4815.96,9526218.9143
1772370000000,2026-03-01T13:00:00+00:00,1977.2,1980.63,1973.43,1978.01,5318.13,10518035.0958
1772370900000,2026-03-01T13:15:00+00:00,1978.01,1980.63,1967.86,1975.36,15464.16,30491333.6155
1772371800000,2026-03-01T13:30:00+00:00,1975.36,1979.21,1972.42,1977.2,4647.39,9181218.8403
