entry_time,r,side
2023-10-29 22:00:00+00:00,1.9379141859215447,short
2023-11-02 21:00:00+00:00,1.9907402263633804,long
2023-11-07 18:00:00+00:00,-1.0602780058064971,short
2023-11-08 06:00:00+00:00,1.9860714500572836,long
2023-11-10 01:00:00+00:00,-1.049268111697849,long
2023-11-11 01:00:00+00:00,1.9871107488078361,long
2023-11-11 15:00:00+00:00,-1.115659626832008,long
2023-11-12 00:00:00+00:00,-1.0648697858325635,long
2023-11-18 05:00:00+00:00,1.9858806599949548,long
2023-11-23 14:00:00+00:00,-1.065074943068535,short
2023-11-24 14:00:00+00:00,1.9710972826490454,long
2023-12-06 05:00:00+00:00,1.9648738902109577,long
2023-12-06 11:00:00+00:00,1.9870532275501096,long
2023-12-08 11:00:00+00:00,1.974086478076154,long
2023-12-10 06:00:00+00:00,-1.1306161603742757,long
2023-12-11 12:00:00+00:00,-1.133366182963118,long
2023-12-15 13:00:00+00:00,-1.1020659589668875,long
2023-12-16 04:00:00+00:00,-1.0758228089142188,long
2023-12-21 05:00:00+00:00,1.9485947966201111,long
2023-12-23 20:00:00+00:00,1.9146861545455818,long
2023-12-24 10:00:00+00:00,1.9559043899505781,long
2023-12-26 15:00:00+00:00,-1.0770710504312817,long
2023-12-27 07:00:00+00:00,1.9723188348130443,long
2023-12-27 22:00:00+00:00,1.9765678333679477,long
2023-12-28 06:00:00+00:00,-1.0824150671652863,long
2023-12-29 05:00:00+00:00,-1.0668332608674544,long
2023-12-30 02:00:00+00:00,-1.1301393148016616,long
2023-12-31 08:00:00+00:00,-1.157231307025289,long
2024-01-02 17:00:00+00:00,1.924153117724933,long
2024-01-09 00:00:00+00:00,-1.1441935487018324,long
2024-01-09 12:00:00+00:00,1.9782469260369377,long
2024-01-10 08:00:00+00:00,-1.1032458914131824,long
2024-01-12 12:00:00+00:00,-1.082412937019039,long
2024-01-13 05:00:00+00:00,1.9638780490450483,long
2024-01-16 03:00:00+00:00,1.9489014390623827,short
2024-01-16 17:00:00+00:00,1.9489014390623827,short
2024-01-21 20:00:00+00:00,-1.1879023564515163,long
2024-01-24 17:00:00+00:00,-1.129328097794675,long
2024-01-26 05:00:00+00:00,1.965798927636653,long
2024-01-30 13:00:00+00:00,-1.1096049139157165,long
2024-01-31 19:00:00+00:00,1.9936187216398573,long
2024-02-16 11:00:00+00:00,1.9801107604799661,short
2024-02-17 18:00:00+00:00,1.9839858865649502,long
2024-02-20 08:00:00+00:00,-1.0942489021804949,long
2024-02-21 00:00:00+00:00,-1.0574972354960004,long
2024-02-22 01:00:00+00:00,-1.1010727603151946,long
2024-02-23 22:00:00+00:00,-1.0831178440726559,long
2024-02-29 21:00:00+00:00,-1.0840247664517588,long
2024-03-03 22:00:00+00:00,-1.101727480311242,long
2024-03-04 02:00:00+00:00,1.9642091037360185,short
2024-03-04 05:00:00+00:00,-1.0336263851652219,long
2024-03-07 16:00:00+00:00,1.9697724909286651,long
2024-03-07 23:00:00+00:00,-1.0775279637789126,long
2024-03-08 09:00:00+00:00,1.9579712328767112,short
2024-03-10 18:00:00+00:00,-1.0562686372023034,long
2024-03-15 16:00:00+00:00,1.9779259678614258,long
2024-03-17 12:00:00+00:00,-1.0391693159758193,long
2024-03-19 03:00:00+00:00,-1.091090846500671,long
2024-03-19 15:00:00+00:00,1.988720236265801,short
2024-03-20 13:00:00+00:00,-1.1037168913740338,long
2024-03-20 15:00:00+00:00,-1.0444021056368047,long
2024-03-21 06:00:00+00:00,-1.1951699360891708,short
2024-03-22 21:00:00+00:00,-1.0912838840513872,long
2024-03-24 18:00:00+00:00,-1.2023714169439503,short
2024-03-29 10:00:00+00:00,-1.2638108975733702,short
2024-03-30 19:00:00+00:00,-1.191715180420895,long
2024-03-31 04:00:00+00:00,1.946176144900084,long
2024-03-31 18:00:00+00:00,-1.1080226400968753,short
2024-04-01 05:00:00+00:00,1.9691217234887166,short
2024-04-08 06:00:00+00:00,-1.127503046127816,short
2024-04-10 17:00:00+00:00,-1.029150339466246,long
2024-04-16 10:00:00+00:00,-1.0354373374475945,long
2024-04-17 18:00:00+00:00,1.9865448084233808,short
2024-04-26 00:00:00+00:00,-1.0576343726727235,long
2024-04-30 02:00:00+00:00,-1.0890480142673502,long
2024-05-01 06:00:00+00:00,-1.1055942000828927,long
2024-05-02 07:00:00+00:00,-1.1170441629672159,short
2024-05-03 01:00:00+00:00,-1.186620769944422,short
2024-05-03 12:00:00+00:00,-1.0674898179506784,short
2024-05-04 19:00:00+00:00,-1.1080302188951383,short
2024-05-07 08:00:00+00:00,1.9318637452299128,short
2024-05-13 07:00:00+00:00,-1.238165884016746,short
2024-05-13 17:00:00+00:00,-1.1884126592693498,long
2024-05-15 04:00:00+00:00,1.9687222772277229,long
2024-05-17 05:00:00+00:00,1.9111199862637338,long
2024-05-24 02:00:00+00:00,-1.0839213558090182,long
2024-05-24 11:00:00+00:00,-1.0798624938804964,short
2024-05-27 19:00:00+00:00,1.9486782611488698,long
2024-05-27 20:00:00+00:00,1.9747497607655502,short
2024-05-28 13:00:00+00:00,-1.079904208850676,long
2024-05-30 04:00:00+00:00,1.9547491296823007,short
2024-05-30 19:00:00+00:00,-1.2056520977963885,long
2024-05-31 13:00:00+00:00,-1.116704675054304,long
2024-06-01 15:00:00+00:00,-1.2959199411328353,long
2024-06-03 01:00:00+00:00,-1.1255681815697776,short
2024-06-03 07:00:00+00:00,1.9263885128243847,long
2024-06-03 14:00:00+00:00,1.9263885128243845,long
2024-06-04 01:00:00+00:00,-1.1952955012571589,short
2024-06-12 11:00:00+00:00,1.9384318214176741,long
2024-06-17 02:00:00+00:00,-1.1925146793614043,short
2024-06-17 05:00:00+00:00,-1.067998658490742,short
2024-06-25 07:00:00+00:00,1.92980853017728,long
2024-06-29 14:00:00+00:00,-1.3985361447205047,long
2024-07-01 17:00:00+00:00,-1.1698316267757278,short
2024-07-03 03:00:00+00:00,1.9111996662463828,long
2024-07-09 15:00:00+00:00,-1.1268272681020428,short
2024-07-09 21:00:00+00:00,-1.1519436928044842,long
2024-07-10 12:00:00+00:00,-1.1139882832638408,long
2024-07-16 13:00:00+00:00,-1.0388572117755581,short
2024-07-17 02:00:00+00:00,1.978625347239003,long
2024-07-18 13:00:00+00:00,-1.0784162494907603,long
2024-07-21 10:00:00+00:00,1.9814951141013657,short
2024-07-22 05:00:00+00:00,1.9899936347363296,long
2024-07-26 03:00:00+00:00,-1.0523476788067136,short
2024-08-02 11:00:00+00:00,-1.0337867557136227,long
2024-08-03 08:00:00+00:00,-1.0397883846275695,long
2024-08-06 22:00:00+00:00,-1.0969664201497633,short
2024-08-07 03:00:00+00:00,-1.0969664201497633,short
2024-08-13 02:00:00+00:00,1.9739026672745925,long
2024-08-13 18:00:00+00:00,-1.0585487133655607,long
2024-08-15 08:00:00+00:00,1.9766521505002295,short
