oos_events,oos_trades,events_51plus,trades_51plus,event51_avg_r,event51_median_r,event51_positive_rate,largest_event_share_abs_sum,top5_share_abs_sum
929,6375,30,2766,0.2580311567992001,-0.024729525790302936,0.4666666666666667,0.14558311136281388,1.2653660462507783
