month,events,avg_signals,max_signals,avg_event_r,positive_event_rate
2025-12,90,13.477777777777778,208,0.1451027143761241,0.45555555555555555
2026-01,81,10.135802469135802,190,0.5711249625162651,0.5555555555555556
2026-02,96,7.760416666666667,161,0.17438879181167374,0.5
2026-03,126,4.619047619047619,49,-0.1585889426040997,0.3888888888888889
2026-04,91,2.758241758241758,25,-0.5678391321159239,0.26373626373626374
2026-05,77,5.012987012987013,79,-0.10008689573548976,0.36363636363636365
2026-06,120,10.083333333333334,110,-0.05838391999972147,0.39166666666666666
2026-07,126,5.634920634920635,95,0.09056334806586858,0.42063492063492064
2026-08,122,3.7459016393442623,53,-0.3466017766135827,0.30327868852459017
